numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
8609	8608	hull	31420	215	114	165	96	4.2157	2.3345	1.3591	2.0607	Noun	165	0.76744	3.6263	1	28	4	14	1	low	low1	3	30	1	2	31	32	33	34	
17018	17017	stripe	62990	74	53	65	49	1.451	1.8751	0.63186	1.7324	Noun	68	0.91892	3.1669	1	47.2	6	5	1	low	low1	3	30	1	2	31	32	33	34	
5984	5983	eulogy	22399	84	42	80	42	1.6471	1.9294	0.50072	1.6335	Noun	84	1	3.2213	3	14.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	
3473	3472	cod	12323	114	70	34	25	2.2353	2.0607	0.83453	1.8513	Noun	66	0.57895	3.3525	1	11	3	22	1	low	low1	3	30	1	2	31	32	33	34	
12049	12048	officer	44362	5265	2026	3313	1580	103.2353	3.7215	24.1536	3.3069	Noun	5229	0.99543	5.0133	3	73.33	7	1	1	high	high3	2	20	1	2	21	22	23	24	
8851	8850	incision	32688	121	95	119	94	2.3725	2.0864	1.1326	1.9823	Noun	119	1	3.3782	3	75.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
3670	3669	complexion	13043	98	84	97	83	1.9216	1.9956	1.0014	1.9294	Noun	98	1	3.2875	3	99.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	
13737	13736	processing	50345	193	154	168	136	3.7843	2.2878	1.836	2.1903	Noun	119	0.61658	3.5796	3	172.22	10	1	1	low	low3	4	40	1	2	41	42	43	44	
4808	4807	destroyer	17658	185	91	116	74	3.6275	2.2695	1.0849	1.9638	Noun	174	0.98305	3.5613	3	63	9	1	1	low	low3	4	40	1	2	41	42	43	44	
8756	8755	ignorance	32055	184	160	164	145	3.6078	2.2672	1.9075	2.2068	Noun	184	1	3.559	3	48.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
9150	9149	irony	34316	233	200	219	192	4.5686	2.3692	2.3844	2.3032	Noun	233	1	3.661	3	34.25	5	1	1	high	high3	2	20	1	2	21	22	23	24	
12988	12987	phrase	47858	464	360	460	357	9.098	2.6675	4.2918	2.5575	Noun	429	0.92657	3.9593	1	33	6	0	1	high	high1	1	10	1	2	11	12	13	14	
6982	6981	frequency	25946	337	231	326	227	6.6078	2.5289	2.7539	2.3655	Noun	337	1	3.8208	3	43	9	0	1	high	high3	2	20	1	2	21	22	23	24	
6172	6171	eyewitness	23247	202	129	177	118	3.9608	2.3075	1.5379	2.1139	Noun	202	1	3.5993	3	34.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6765	6764	fog	25141	482	215	459	210	9.451	2.6839	2.5632	2.3345	Noun	477	0.99168	3.9758	1	6.5	3	14	1	high	high1	1	10	1	2	11	12	13	14	
15985	15984	siege	59061	118	91	113	87	2.3137	2.0755	1.0849	1.9638	Noun	119	1	3.3674	1	23.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
7395	7394	gland	27419	77	54	76	53	1.5098	1.8921	0.64378	1.7404	Noun	77	1	3.1839	1	37.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	
15808	15807	shell	58422	674	403	520	370	13.2157	2.8293	4.8045	2.6064	Noun	593	0.76418	4.1211	1	34	5	5	1	high	high1	1	10	1	2	11	12	13	14	
13961	13960	pup	51287	164	88	127	83	3.2157	2.2175	1.0491	1.9494	Noun	107	0.66049	3.5093	1	4.5	3	11	1	low	low1	3	30	1	2	31	32	33	34	
7475	7474	godfather	27720	278	122	126	65	5.451	2.4456	1.4545	2.0899	Noun	277	0.9964	3.7374	3	39.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	
2237	2236	buff	8279	127	98	102	87	2.4902	2.1072	1.1683	1.9956	Noun	69	0.53906	3.399	1	13.33	4	6	1	low	low1	3	30	1	2	31	32	33	34	
18178	18177	trash	67473	1146	804	1070	770	22.4706	3.0596	9.5851	2.9058	Noun	937	0.81834	4.3514	1	47	5	2	1	high	high1	1	10	1	2	11	12	13	14	
18645	18644	vale	70703	75	19	5	5	1.4706	1.8808	0.22651	1.301	Noun	44	0.58667	3.1726	1	25.33	4	12	1	low	low1	3	30	1	2	31	32	33	34	
3217	3216	chunk	11460	211	136	142	130	4.1373	2.3263	1.6214	2.1367	Noun	201	0.95261	3.6182	1	30.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	
15341	15340	scan	56771	480	306	423	277	9.4118	2.6821	3.6481	2.4871	Noun	282	0.5875	3.974	1	8.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	
7325	7324	getaway	27156	196	152	182	146	3.8431	2.2945	1.8121	2.1847	Noun	196	1	3.5863	3	27.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
10658	10657	martini	39279	405	233	295	190	7.9412	2.6085	2.7778	2.3692	Noun	387	0.95792	3.9004	3	214.17	7	1	1	high	high3	2	20	1	2	21	22	23	24	
7768	7767	guardian	28689	358	247	309	225	7.0196	2.5551	2.9447	2.3945	Noun	358	1	3.8469	3	40.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
4739	4738	departure	17314	275	219	259	210	5.3922	2.4409	2.6109	2.3424	Noun	274	0.99636	3.7327	3	50.63	9	0	1	high	high3	2	20	1	2	21	22	23	24	
12133	12132	opinion	44656	2142	1430	2134	1427	42	3.331	17.0482	3.1556	Noun	2144	1	4.6229	3	53	7	0	1	high	high3	2	20	1	2	21	22	23	24	
11217	11216	modesty	41236	90	79	70	63	1.7647	1.959	0.94182	1.9031	Noun	89	0.97802	3.2509	3	32.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
8064	8063	hash	29609	180	133	164	121	3.5294	2.2577	1.5856	2.1271	Noun	132	0.73743	3.5495	1	30	4	12	1	low	low1	3	30	1	2	31	32	33	34	
18315	18314	troupe	67921	90	54	77	50	1.7647	1.959	0.64378	1.7404	Noun	79	0.87778	3.2509	1	35.8	6	0	1	low	low1	3	30	1	2	31	32	33	34	
595	594	appendix	2738	133	88	125	86	2.6078	2.1271	1.0491	1.9494	Noun	133	1	3.4189	3	34.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
8009	8008	hangover	29382	199	167	190	160	3.902	2.301	1.9909	2.2253	Noun	200	1	3.5929	3	66.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
139	138	agenda	1157	373	272	360	267	7.3137	2.5729	3.2427	2.4362	Noun	372	0.99732	3.8647	3	14.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	
14064	14063	quantity	51610	95	81	88	77	1.8627	1.9823	0.96567	1.9138	Noun	95	1	3.2741	3	91	8	1	1	low	low3	4	40	1	2	41	42	43	44	
14185	14184	raft	52007	240	131	224	122	4.7059	2.382	1.5618	2.1206	Noun	240	1	3.6739	1	15.67	4	5	1	high	high1	1	10	1	2	11	12	13	14	
4818	4817	detective	17694	3117	988	1405	675	61.1176	3.4939	11.7787	2.9952	Noun	3092	0.99325	4.7857	3	102.75	9	1	1	high	high3	2	20	1	2	21	22	23	24	
4375	4374	custody	15878	982	603	971	600	19.2549	2.9926	7.1888	2.781	Noun	985	1	4.2844	3	46.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	
