numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	
15771	15770	shape	58285	1542	1189	1509	1172	30.2353	3.1884	14.175	3.0755	Noun	1424	0.92468	4.4802	1	32	5	6	1	high	
3983	3982	couch	14555	1197	792	1171	776	23.4706	3.0785	9.4421	2.8993	Noun	1184	0.99329	4.3703	1	48	5	6	1	high	
2085	2084	breed	7805	323	248	300	244	6.3333	2.5105	2.9566	2.3962	Noun	174	0.5387	3.8024	1	77.25	5	5	1	high	
2114	2113	bridge	7874	2331	1046	1847	889	45.7059	3.3677	12.4702	3.0199	Noun	2249	0.96648	4.6596	1	45.4	6	2	1	high	
15608	15607	self	57706	722	534	682	510	14.1569	2.8591	6.3662	2.7284	Noun	711	0.99302	4.151	1	18.33	4	2	1	high	
2689	2688	card	9577	4357	2107	4236	2076	85.4314	3.6393	25.1192	3.3239	Noun	4343	0.9977	4.9311	1	33.67	4	12	1	high	
8477	8476	hook	31002	1938	1285	1603	1160	38	3.2876	15.3195	3.1092	Noun	954	0.49302	4.5794	1	28.67	4	12	1	high	
4358	4357	curse	15822	929	517	836	480	18.2157	2.9685	6.1636	2.7143	Noun	659	0.71475	4.2603	1	31.75	5	4	1	high	
12918	12917	pet	47588	1029	623	910	574	20.1765	3.0128	7.4273	2.7952	Noun	887	0.86537	4.3047	1	10	3	22	1	high	
16459	16458	south	60973	3288	1693	1411	961	64.4706	3.5171	20.1836	3.2289	Noun	2810	0.85671	4.8089	1	33.5	5	2	1	high	
16192	16191	slice	59818	435	357	396	333	8.5294	2.6395	4.2561	2.5539	Noun	273	0.62759	3.9313	1	33.75	5	4	1	high	
14822	14821	ridge	55066	361	193	191	137	7.0784	2.5587	2.3009	2.2878	Noun	348	0.96667	3.8505	1	26.5	5	1	1	high	
7787	7786	guest	28726	2037	1381	1990	1363	39.9412	3.3092	16.464	3.1405	Noun	2032	0.99902	4.601	1	21.5	5	2	1	high	
4339	4338	cure	15770	1063	627	1033	616	20.8431	3.0269	7.475	2.798	Noun	587	0.55221	4.3188	1	27.67	4	11	1	high	
12401	12400	pad	45840	415	327	390	312	8.1373	2.6191	3.8984	2.5159	Noun	368	0.88675	3.9109	1	10	3	19	1	high	
4304	4303	cue	15637	397	293	315	248	7.7843	2.5999	3.4931	2.4683	Noun	357	0.89698	3.8917	1	5.5	3	9	1	high	
1438	1437	bell	5576	2006	1035	1387	821	39.3333	3.3025	12.3391	3.0154	Noun	1406	0.70125	4.5944	1	32.33	4	13	1	high	
7746	7745	growth	28614	329	243	320	238	6.451	2.5185	2.897	2.3874	Noun	327	1	3.8103	1	37.8	6	0	1	high	
12745	12744	peace	46836	3550	1867	2937	1624	69.6078	3.5504	22.258	3.2714	Noun	3537	0.99802	4.8422	1	44.75	5	3	1	high	
2366	2365	bush	8658	720	403	369	273	14.1176	2.8579	4.8045	2.6064	Noun	386	0.53611	4.1498	1	25	4	9	1	high	
4079	4078	crack	14873	1675	1192	1556	1147	32.8431	3.2243	14.2108	3.0766	Noun	881	0.5266	4.5161	1	52	5	6	1	high	
15739	15738	shade	58176	304	252	283	244	5.9608	2.4843	3.0043	2.4031	Noun	295	0.97039	3.7761	1	35.25	5	8	1	high	
13114	13113	pipe	48267	989	643	853	558	19.3922	2.9956	7.6657	2.8089	Noun	810	0.81901	4.2875	1	16.67	4	7	1	high	
1755	1754	bluff	6796	317	215	257	198	6.2157	2.5024	2.5632	2.3345	Noun	212	0.66667	3.7943	1	23.25	5	1	1	high	
3394	3393	cloud	12086	599	388	498	358	11.7451	2.7782	4.6257	2.5899	Noun	542	0.90484	4.07	1	30.5	5	2	1	high	
7670	7669	grid	28386	282	190	267	183	5.5294	2.4518	2.2651	2.281	Noun	282	1	3.7436	1	14.67	4	5	1	high	
2303	2302	bump	8448	630	469	577	449	12.3529	2.8	5.5913	2.6721	Noun	328	0.52063	4.0919	1	18.67	4	8	1	high	
11786	11785	night	43253	44168	7381	42911	7343	866.0392	4.6451	87.9948	3.8682	Noun	44121	1	5.937	1	12.5	5	8	1	high	
18003	18002	tool	66795	548	369	418	340	10.7451	2.7396	4.3991	2.5682	Noun	543	0.99088	4.0314	1	29.67	4	8	1	high	
7648	7647	grease	28290	354	271	296	242	6.9412	2.5502	3.2308	2.4346	Noun	280	0.7932	3.8421	1	51	6	2	1	high	
2991	2990	chance	10566	12303	5343	12079	5334	241.2353	4.09	63.6981	3.7279	Noun	12082	0.98316	5.3819	1	49.4	6	2	1	high	
4168	4167	crew	15166	2424	1036	2156	931	47.5294	3.3847	12.351	3.0158	Noun	2175	0.92553	4.6765	1	12.67	4	5	1	high	
2321	2320	bunk	8497	320	235	302	222	6.2745	2.5065	2.8016	2.3729	Noun	268	0.8375	3.7983	1	25.33	4	10	1	high	
3039	3038	chart	10735	483	339	464	331	9.4706	2.6848	4.0415	2.5315	Noun	439	0.9089	3.9767	1	42	5	4	1	high	
7437	7436	glow	27586	293	232	278	219	5.7451	2.4683	2.7659	2.3674	Noun	190	0.65068	3.7602	1	14.33	4	4	1	high	
1166	1165	bank	4701	4334	1590	3822	1482	84.9804	3.637	18.9557	3.2017	Noun	4194	0.97512	4.9288	1	33.67	4	16	1	high	
10319	10318	luck	38141	7840	3874	7609	3815	153.7255	3.8944	46.185	3.5883	Noun	7775	0.99285	5.1862	1	22	4	12	1	high	
7078	7077	fur	26341	422	285	393	271	8.2745	2.6263	3.3977	2.4564	Noun	416	0.98578	3.9182	1	3	3	7	1	high	
19285	19284	wife	72957	17795	4811	17592	4781	348.9216	4.2503	57.3557	3.6823	Noun	17782	0.99994	5.5422	1	12	4	9	1	high	
11322	11321	mood	41564	1736	1288	1718	1281	34.0392	3.2398	15.3553	3.1103	Noun	1734	0.99942	4.5316	1	28.67	4	8	1	high	
16889	16888	sting	62521	358	265	289	236	7.0196	2.5551	3.1593	2.4249	Noun	174	0.48468	3.8469	1	48.75	5	6	1	high	
12435	12434	pair	45926	1900	1357	1851	1341	37.2549	3.279	16.1779	3.1329	Noun	1877	0.98841	4.5708	1	24.67	4	7	1	high	
7868	7867	gut	28923	497	393	474	379	9.7451	2.6972	4.6853	2.5955	Noun	438	0.88129	3.9891	1	7.5	3	16	1	high	
2029	2028	brake	7628	305	196	252	173	5.9804	2.4857	2.3367	2.2945	Noun	216	0.72241	3.7776	1	38.5	5	4	1	high	
1344	1343	beam	5212	445	232	398	204	8.7255	2.6493	2.7659	2.3674	Noun	308	0.69213	3.9412	1	34	4	8	1	high	
15430	15429	scope	57072	286	193	270	182	5.6078	2.4579	2.3009	2.2878	Noun	285	1	3.7497	1	18.5	5	3	1	high	
9627	9626	lad	36112	736	339	675	316	14.4314	2.8675	4.0415	2.5315	Noun	726	1	4.1593	1	10	3	20	1	high	
17608	17607	teeth	65331	2440	1626	2353	1598	47.8431	3.3876	19.3848	3.2114	Noun	2433	0.99795	4.6794	1	29.5	5	1	1	high	
2772	2771	case	9866	14403	4885	14006	4849	282.4118	4.1585	58.238	3.689	Noun	11861	0.82362	5.4503	1	26	4	14	1	high	
9903	9902	length	36902	358	270	349	263	7.0196	2.5551	3.2189	2.433	Noun	337	0.94134	3.8469	1	36.2	6	0	1	high	
9252	9251	jerk	34769	1690	1110	1531	1031	33.1373	3.2281	13.2332	3.0457	Noun	1169	0.69131	4.52	1	14	4	1	1	high	
15030	15029	row	55743	1343	882	1176	827	26.3333	3.1284	10.515	2.946	Noun	1094	0.81581	4.4202	1	8	3	15	1	high	
16707	16706	stage	61961	2324	1176	2193	1139	45.5686	3.3664	14.02	3.0708	Noun	2283	0.98533	4.6583	1	38.25	5	6	1	high	
1886	1885	boom	7221	1112	585	609	390	21.8039	3.0465	6.9742	2.7679	Noun	1096	0.99186	4.3383	1	30.67	4	9	1	high	
7364	7363	girl	27336	28413	6143	27239	6094	557.1176	4.4535	73.2356	3.7885	Noun	28298	0.99989	5.7454	1	11.67	4	3	1	high	
6827	6826	force	25345	3604	1985	2918	1808	70.6667	3.5569	23.6648	3.298	Noun	2766	0.76897	4.8487	1	32.5	5	3	1	high	
19564	19563	youth	74060	858	600	747	536	16.8235	2.934	7.1531	2.7789	Noun	861	1	4.2258	1	27.75	5	2	1	high	
8203	8202	heir	30042	266	168	245	161	5.2157	2.4265	2.0029	2.2279	Noun	266	1	3.7183	1	11.67	4	3	1	high	
13066	13065	pill	48110	603	387	581	378	11.8235	2.781	4.6137	2.5888	Noun	600	0.99834	4.0729	1	34.67	4	14	1	high	
15355	15354	scarf	56823	239	165	235	163	4.6863	2.3802	1.9671	2.2201	Noun	239	1	3.672	1	27	5	3	1	high	
6383	6382	fence	23922	819	552	803	544	16.0588	2.9138	6.5808	2.7427	Noun	765	0.93635	4.2056	1	28.75	5	2	1	high	
6680	6679	flight	24831	3044	1358	2524	1255	59.6863	3.4836	16.1898	3.1332	Noun	3030	0.99901	4.7754	1	32	6	5	1	high	
3431	3430	coast	12204	1361	795	771	526	26.6863	3.1342	9.4778	2.9009	Noun	1355	0.99706	4.426	1	41.5	5	3	1	high	
16726	16725	stake	62001	847	666	819	652	16.6078	2.9284	7.9399	2.8241	Noun	634	0.74941	4.2202	1	34	5	9	1	high	
13270	13269	plot	48698	591	410	557	393	11.5882	2.7723	4.8879	2.6138	Noun	475	0.80372	4.0642	1	17.67	4	6	1	high	
15938	15937	shrimp	58860	444	246	384	215	8.7059	2.6484	2.9328	2.3927	Noun	444	1	3.9402	1	38.4	6	0	1	high	
6192	6191	fact	23309	8801	4369	8649	4339	172.5686	3.9446	52.0863	3.6405	Noun	7423	0.84324	5.2364	1	16	4	5	1	high	
15183	15182	sale	56217	1295	915	1270	907	25.3922	3.1126	10.9084	2.9619	Noun	1288	0.9969	4.4044	1	29.67	4	17	1	high	
4556	4555	death	16444	11051	4278	9811	4118	216.6863	4.0434	51.0014	3.6313	Noun	11024	0.99792	5.3353	1	47.25	5	2	1	high	
15062	15061	rug	55846	531	354	495	346	10.4118	2.7259	4.2203	2.5502	Noun	531	1	4.0177	1	8	3	16	1	high	
16186	16185	sleeve	59800	286	241	285	241	5.6078	2.4579	2.8732	2.3838	Noun	286	1	3.7497	1	27.6	6	0	1	high	
17742	17741	theme	65836	710	449	657	418	13.9216	2.8519	5.3529	2.6532	Noun	708	0.99718	4.1437	1	19.5	5	3	1	high	
18109	18108	track	67143	2843	1772	2720	1710	55.7451	3.4539	21.1254	3.2487	Noun	2068	0.72997	4.7458	1	50.25	5	6	1	high	
13282	13281	plug	48728	531	396	449	358	10.4118	2.7259	4.721	2.5988	Noun	290	0.54717	4.0177	1	11.67	4	3	1	high	
12751	12750	peak	46859	303	215	245	181	5.9412	2.4829	2.5632	2.3345	Noun	275	0.90759	3.7747	1	28.33	4	11	1	high	
9785	9784	lawn	36574	630	424	604	411	12.3529	2.8	5.0548	2.6284	Noun	629	1	4.0919	1	19.67	4	7	1	high	
2090	2089	breeze	7810	410	324	374	304	8.0392	2.6138	3.8627	2.5119	Noun	404	0.98537	3.9057	1	36	6	2	1	high	
16862	16861	stew	62427	328	212	267	199	6.4314	2.5172	2.5274	2.3284	Noun	291	0.8872	3.809	1	10.33	4	5	1	high	
14230	14229	ram	52122	328	197	170	128	6.4314	2.5172	2.3486	2.2967	Noun	164	0.58156	3.809	1	8	3	16	1	high	
10719	10718	math	39470	836	508	709	473	16.3922	2.9227	6.0563	2.7067	Noun	835	1	4.2146	1	23.33	4	10	1	high	
7033	7032	fruit	26153	1108	715	994	661	21.7255	3.0449	8.5241	2.8549	Noun	1108	1	4.3368	1	19.5	5	0	1	high	
15796	15795	sheep	58388	685	392	614	372	13.4314	2.8363	4.6733	2.5944	Noun	680	1	4.1282	1	33	5	6	1	high	
13196	13195	plant	48489	1408	831	1338	795	27.6078	3.1489	9.907	2.9201	Noun	1036	0.73527	4.4407	1	43.5	5	5	1	high	
15130	15129	sack	56053	659	504	586	488	12.9216	2.8195	6.0086	2.7033	Noun	551	0.83739	4.1114	1	30	4	14	1	high	
15863	15862	shock	58624	1468	1085	1402	1053	28.7843	3.167	12.9351	3.0358	Noun	1296	0.88283	4.4589	1	37.5	5	4	1	high	
15327	15326	scale	56732	485	391	469	383	9.5098	2.6866	4.6614	2.5933	Noun	425	0.8781	3.9785	1	27.75	5	6	1	high	
4574	4573	debt	16505	725	489	720	487	14.2157	2.8609	5.8298	2.6902	Noun	724	0.99862	4.1528	1	7.67	4	2	1	high	
15387	15386	schmuck	56947	234	168	194	145	4.5882	2.3711	2.0029	2.2279	Noun	150	0.64103	3.6629	1	18	7	0	1	high	
15943	15942	shrink	58869	577	380	550	368	11.3137	2.7619	4.5303	2.5809	Noun	438	0.75779	4.0538	1	84.4	6	4	1	high	
11353	11352	morgue	41679	440	269	420	258	8.6275	2.6444	3.207	2.4314	Noun	440	1	3.9363	1	38.4	6	0	1	high	
17260	17259	surf	64024	324	158	251	133	6.3529	2.5119	1.8836	2.2014	Noun	209	0.64706	3.8037	1	15	4	3	1	high	
8150	8149	health	29865	2054	1341	1736	1218	40.2745	3.3128	15.9871	3.1278	Noun	2048	0.99854	4.6046	1	40.4	6	2	1	high	
16139	16138	sky	59605	2285	1233	2023	1178	44.8039	3.3591	14.6996	3.0913	Noun	2275	0.99781	4.6509	1	1.5	3	6	1	high	
2907	2906	cell	10275	2772	1459	2656	1430	54.3529	3.4429	17.3939	3.1644	Noun	2769	1	4.7348	1	24.67	4	10	1	high	
13934	13933	pulse	51188	1200	530	823	474	23.5294	3.0795	6.3186	2.7251	Noun	1197	1	4.3714	1	27.25	5	1	1	high	
7489	7488	gold	27763	4026	1533	3398	1357	78.9412	3.605	18.2761	3.1858	Noun	3764	0.93748	4.8968	1	21.33	4	9	1	high	
9821	9820	league	36660	950	607	576	391	18.6275	2.9782	7.2365	2.7839	Noun	936	0.9863	4.27	1	38.2	6	0	1	high	
15972	15971	side	59005	10247	4725	9820	4646	200.9216	4.0106	56.3305	3.6745	Noun	10173	0.99375	5.3025	1	17.67	4	11	1	high	
4520	4519	day	16334	40893	7727	38926	7687	801.8235	4.6117	92.1197	3.8881	Noun	40424	0.99125	5.9035	1	8.5	3	16	1	high	
18251	18250	trick	67685	2411	1526	2215	1455	47.2745	3.3824	18.1927	3.1838	Noun	1919	0.7966	4.6742	1	45.25	5	7	1	high	
13671	13670	pride	50162	1411	936	1221	881	27.6667	3.1498	11.1588	2.9717	Noun	1301	0.92401	4.4417	1	35	5	5	1	high	
561	560	ape	2617	493	173	387	168	9.6667	2.6937	2.0625	2.2405	Noun	464	0.94118	3.9856	1	1.5	3	9	1	high	
12426	12425	pain	45899	4995	2568	4767	2516	97.9412	3.6986	30.6152	3.4098	Noun	4938	0.99196	4.9905	1	29.33	4	10	1	high	
5135	5134	doc	19255	4122	1078	866	421	80.8235	3.6152	12.8517	3.033	Noun	4114	0.99951	4.907	1	3.5	3	5	1	high	
17894	17893	tin	66443	441	269	270	220	8.6471	2.6454	3.207	2.4314	Noun	410	0.94253	3.9373	1	8	3	17	1	high	
6245	6244	fame	23461	441	325	349	267	8.6471	2.6454	3.8746	2.5132	Noun	440	0.99773	3.9373	1	19.67	4	13	1	high	
1901	1900	boot	7251	568	374	484	350	11.1373	2.7551	4.4588	2.574	Noun	382	0.67135	4.0469	1	34.67	4	17	1	high	
7439	7438	glue	27598	300	220	268	206	5.8824	2.4786	2.6228	2.3444	Noun	233	0.77667	3.7704	1	10	4	6	1	high	
5180	5179	doll	19390	1263	648	1080	615	24.7647	3.1017	7.7253	2.8122	Noun	1240	0.98335	4.3936	1	35	4	11	1	high	
1074	1073	bail	4463	885	522	793	497	17.3529	2.9474	6.2232	2.7185	Noun	550	0.62147	4.2393	1	27.67	4	14	1	high	
16903	16902	stock	62576	1300	775	1228	742	25.4902	3.1143	9.2394	2.8899	Noun	1267	0.97762	4.4061	1	38.5	5	6	1	high	
17437	17436	tad	64730	238	148	138	126	4.6667	2.3784	1.7644	2.1732	Noun	238	1	3.6702	1	9	3	20	1	high	
3388	3387	clothes	12069	5158	2790	5060	2761	101.1373	3.7126	33.2618	3.4458	Noun	5141	0.9967	5.0044	1	139	7	2	1	high	
15377	15376	scheme	56900	370	296	365	294	7.2549	2.5694	3.5289	2.4728	Noun	354	0.95676	3.8612	1	15.2	6	1	1	high	
2059	2058	breach	7721	317	220	305	214	6.2157	2.5024	2.6228	2.3444	Noun	274	0.86435	3.7943	1	48.8	6	5	1	high	
14209	14208	rain	52067	2494	1446	2243	1335	48.902	3.3971	17.2389	3.1605	Noun	2135	0.85743	4.6889	1	27.67	4	10	1	high	
17991	17990	tongue	66762	1589	1117	1524	1093	31.1569	3.2014	13.3166	3.0484	Noun	1565	0.99051	4.4932	1	32	6	0	1	high	
17013	17012	string	62978	646	505	595	466	12.6667	2.8109	6.0205	2.7042	Noun	519	0.8059	4.1027	1	128.2	6	3	1	high	
11780	11779	niece	43229	486	275	482	275	9.5294	2.6875	3.2785	2.4409	Noun	485	1	3.9794	1	16.25	5	1	1	high	
7808	7807	guilt	28765	760	574	706	552	14.902	2.8814	6.8431	2.7597	Noun	762	1	4.1732	1	25.25	5	4	1	high	
16224	16223	slot	59950	280	204	267	198	5.4902	2.4487	2.432	2.3118	Noun	270	0.97473	3.7405	1	21	4	15	1	high	
4432	4431	dad	16036	25870	4351	9451	2954	507.2549	4.4128	51.8717	3.6387	Noun	25728	0.99887	5.7046	1	7.5	3	15	1	high	
19385	19384	wolf	73342	1034	376	623	288	20.2745	3.0149	4.4826	2.5763	Noun	925	0.89632	4.3068	1	19.33	4	2	1	high	
10673	10672	mask	39334	1010	480	912	463	19.8039	3.0048	5.7225	2.6821	Noun	957	0.95129	4.2966	1	26.33	4	9	1	high	
10065	10064	line	37359	10515	4539	10060	4455	206.1765	4.0219	54.113	3.6571	Noun	9959	0.94812	5.3137	1	37	4	22	1	high	
4365	4364	curve	15848	235	179	209	166	4.6078	2.3729	2.134	2.2553	Noun	224	0.95319	3.6647	1	25.25	5	2	1	high	
14944	14943	role	55460	929	653	920	649	18.2157	2.9685	7.7849	2.8156	Noun	928	1	4.2603	1	31.33	4	14	1	high	
15339	15338	scam	56758	313	225	308	224	6.1373	2.4969	2.6824	2.3541	Noun	277	0.88782	3.7888	1	8	4	8	1	high	
16934	16933	store	62698	4178	2145	4040	2095	81.9216	3.6211	25.5722	3.3316	Noun	3998	0.95852	4.9129	1	40.5	5	13	1	high	
11433	11432	mount	41875	597	400	198	164	11.7059	2.7767	4.7687	2.6031	Noun	373	0.62479	4.0685	1	43.5	5	4	1	high	
6674	6673	flick	24817	257	137	150	122	5.0392	2.4116	1.6333	2.1399	Noun	121	0.47082	3.7035	1	37	5	4	1	high	
12952	12951	phase	47685	629	409	502	367	12.3333	2.7993	4.876	2.6128	Noun	613	0.97767	4.0912	1	33.5	5	1	1	high	
15473	15472	screen	57209	1193	766	1152	749	23.3922	3.077	9.1321	2.8848	Noun	1125	0.94777	4.3688	1	43.6	6	1	1	high	
4029	4028	court	14725	5137	1839	4464	1693	100.7255	3.7108	21.9242	3.2648	Noun	5089	0.99046	5.0026	1	38.5	5	1	1	high	
1217	1216	barn	4883	693	395	609	342	13.5882	2.8414	4.7091	2.5977	Noun	692	0.99856	4.1332	1	36.33	4	12	1	high	
7582	7581	grain	28067	243	179	233	172	4.7647	2.3874	2.134	2.2553	Noun	243	1	3.6792	1	44.25	5	5	1	high	
7767	7766	guard	28683	2968	1569	2122	1297	58.1961	3.4726	18.7053	3.1959	Noun	2149	0.72333	4.7644	1	26.75	5	0	1	high	
16455	16454	source	60953	1437	812	1131	777	28.1765	3.1578	9.6805	2.9101	Noun	1435	0.99861	4.4496	1	35.4	6	0	1	high	
8565	8564	hound	31260	257	167	197	134	5.0392	2.4116	1.9909	2.2253	Noun	235	0.92885	3.7035	1	38	5	7	1	high	
11875	11874	north	43694	3258	1616	1583	979	63.8824	3.5131	19.2656	3.2087	Noun	2942	0.90329	4.8049	1	34	5	2	1	high	
12458	12457	palm	46011	675	435	344	274	13.2353	2.8299	5.186	2.6395	Noun	675	1	4.1218	1	24.67	4	5	1	high	
13029	13028	pie	48003	1466	790	1273	751	28.7451	3.1664	9.4182	2.8982	Noun	1465	1	4.4583	1	6	3	11	1	high	
17410	17409	tab	64645	294	232	258	211	5.7647	2.4698	2.7659	2.3674	Noun	279	0.94898	3.7617	1	6	3	11	1	high	
12669	12668	path	46653	1252	870	1198	848	24.549	3.098	10.372	2.94	Noun	1252	1	4.3898	1	23.67	4	8	1	high	
1081	1080	bait	4479	496	392	457	370	9.7255	2.6964	4.6733	2.5944	Noun	407	0.82056	3.9882	1	28.33	4	3	1	high	
7435	7434	glove	27580	515	336	475	324	10.098	2.7126	4.0057	2.5276	Noun	514	1	4.0045	1	30	5	3	1	high	
5550	5549	earth	20500	5074	2339	2773	1703	99.4902	3.7054	27.8851	3.3692	Noun	5058	0.99822	4.9973	1	35	5	0	1	high	
