numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
19294	19293	wilderness	72996	201	145	174	137	3.9412	2.3054	1.7287	2.1644	Noun	196	0.97512	3.5972	3	49.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
17062	17061	stump	63131	125	80	92	75	2.451	2.1004	0.95374	1.9085	Noun	104	0.832	3.3922	1	29.5	5	3	1	low	low1	3	30	1	2	31	32	33	34	
19490	19489	writ	73703	88	61	85	59	1.7255	1.9494	0.72723	1.7924	Noun	75	0.85227	3.2412	1	13.33	4	3	1	low	low1	3	30	1	2	31	32	33	34	
15106	15105	rust	55972	127	101	112	93	2.4902	2.1072	1.2041	2.0086	Noun	77	0.6063	3.399	1	27	4	12	1	low	low1	3	30	1	2	31	32	33	34	
2944	2943	century	10375	1063	727	950	663	20.8431	3.0269	8.6671	2.8621	Noun	1065	1	4.3188	3	54.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	
17268	17267	surge	64043	94	70	91	68	1.8431	1.9777	0.83453	1.8513	Noun	87	0.92553	3.2696	1	28.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	
11094	11093	mint	40797	277	204	201	159	5.4314	2.444	2.432	2.3118	Noun	169	0.62593	3.7359	1	32.67	4	10	1	high	high1	1	10	1	2	11	12	13	14	
3027	3026	chariot	10696	103	73	100	72	2.0196	2.017	0.87029	1.8692	Noun	102	1	3.3089	3	67.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16356	16355	sock	60575	458	302	383	276	8.9804	2.6618	3.6004	2.4814	Noun	336	0.73362	3.9536	1	27.33	4	12	1	high	high1	1	10	1	2	11	12	13	14	
10329	10328	lullaby	38182	88	66	67	56	1.7255	1.9494	0.78684	1.8261	Noun	88	1	3.2412	3	38	7	0	1	low	low3	4	40	1	2	41	42	43	44	
3376	3375	clone	12039	128	56	118	51	2.5098	2.1106	0.66762	1.7559	Noun	71	0.55469	3.4024	1	40.25	5	4	1	low	low1	3	30	1	2	31	32	33	34	
4108	4107	crash	14977	1461	892	1336	840	28.6471	3.1649	10.6342	2.9509	Noun	871	0.59617	4.4568	1	48.75	5	5	1	high	high1	1	10	1	2	11	12	13	14	
10415	10414	magazine	38507	1693	857	1498	786	33.1961	3.2289	10.217	2.9335	Noun	1690	0.99882	4.5207	3	143.71	8	0	1	high	high3	2	20	1	2	21	22	23	24	
15798	15797	sheet	58402	592	464	579	459	11.6078	2.7731	5.5317	2.6675	Noun	590	1	4.0649	1	38.25	5	5	1	high	high1	1	10	1	2	11	12	13	14	
17834	17833	thumb	66200	603	404	559	388	11.8235	2.781	4.8164	2.6075	Noun	591	0.9801	4.0729	1	14.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
16609	16608	spook	61584	140	106	128	101	2.7451	2.1492	1.2637	2.0294	Noun	69	0.49286	3.4411	1	26	5	4	1	low	low1	3	30	1	2	31	32	33	34	
14124	14123	quiz	51844	252	155	226	144	4.9412	2.4031	1.8479	2.1931	Noun	231	0.92032	3.695	1	4.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	
6261	6260	fantasy	23533	828	557	777	527	16.2353	2.9186	6.6404	2.7466	Noun	812	0.99877	4.2104	3	48.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	
3301	3300	clause	11808	143	99	122	89	2.8039	2.1584	1.1803	2	Noun	130	0.90909	3.4502	1	40	6	0	1	low	low1	3	30	1	2	31	32	33	34	
10600	10599	mare	39115	148	85	113	65	2.902	2.1732	1.0134	1.9345	Noun	110	0.7483	3.465	1	43.67	4	22	1	low	low1	3	30	1	2	31	32	33	34	
1344	1343	beam	5212	445	232	398	204	8.7255	2.6493	2.7659	2.3674	Noun	308	0.69213	3.9412	1	34	4	8	1	high	high1	1	10	1	2	11	12	13	14	
