numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
11217	11216	modesty	41236	90	79	70	63	1.7647	1.959	0.94182	1.9031	Noun	89	0.97802	3.2509	3	32.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
7202	7201	gas	26745	3457	1607	3216	1540	67.7843	3.5388	19.1583	3.2063	Noun	3412	0.98784	4.8307	1	5	3	8	1	high	high1	1	10	1	2	11	12	13	14	
11076	11075	minister	40759	941	395	515	273	18.451	2.9741	4.7091	2.5977	Noun	891	0.94687	4.2659	3	100.29	8	1	1	high	high3	2	20	1	2	21	22	23	24	
1135	1134	ban	4622	160	84	125	71	3.1373	2.2068	1.0014	1.9294	Noun	83	0.51875	3.4987	1	8.5	3	18	1	low	low1	3	30	1	2	31	32	33	34	
18178	18177	trash	67473	1146	804	1070	770	22.4706	3.0596	9.5851	2.9058	Noun	937	0.81834	4.3514	1	47	5	2	1	high	high1	1	10	1	2	11	12	13	14	
4128	4127	creation	15062	310	247	282	234	6.0784	2.4928	2.9447	2.3945	Noun	310	1	3.7846	3	118.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	
8009	8008	hangover	29382	199	167	190	160	3.902	2.301	1.9909	2.2253	Noun	200	1	3.5929	3	66.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
2817	2816	catalog	9978	149	116	143	111	2.9216	2.1761	1.3829	2.0682	Noun	149	1	3.4679	3	43.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
12864	12863	performer	47288	123	100	121	99	2.4118	2.0934	1.1922	2.0043	Noun	123	1	3.3853	3	49.38	9	1	1	low	low3	4	40	1	2	41	42	43	44	
7130	7129	gall	26526	101	82	92	77	1.9804	2.0086	0.97759	1.9191	Noun	87	0.86139	3.3004	1	34.67	4	14	1	low	low1	3	30	1	2	31	32	33	34	
15251	15250	sap	56458	178	132	171	128	3.4902	2.2529	1.5737	2.1239	Noun	162	0.90503	3.5447	1	9	3	19	1	low	low1	3	30	1	2	31	32	33	34	
17830	17829	thud	66187	99	72	68	52	1.9412	2	0.85837	1.8633	Noun	80	0.81633	3.2918	1	8.67	4	2	1	low	low1	3	30	1	2	31	32	33	34	
554	553	aorta	2598	78	50	75	48	1.5294	1.8976	0.59609	1.7076	Noun	77	0.98718	3.1895	3	23	5	0	1	low	low3	4	40	1	2	41	42	43	44	
9476	9475	kidnapping	35571	617	340	567	320	12.098	2.791	4.0534	2.5328	Noun	561	0.90924	4.0828	3	114.67	10	0	1	high	high3	2	20	1	2	21	22	23	24	
11105	11104	miracle	40822	1359	871	1258	827	26.6471	3.1335	10.3839	2.9405	Noun	1354	0.99779	4.4254	3	48	7	0	1	high	high3	2	20	1	2	21	22	23	24	
5009	5008	disaster	18462	881	684	848	664	17.2745	2.9455	8.1545	2.8357	Noun	876	0.99772	4.2373	3	100.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
15224	15223	samurai	56351	160	70	103	51	3.1373	2.2068	0.83453	1.8513	Noun	159	1	3.4987	3	24.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
6800	6799	foot	25259	3311	2054	3184	2016	64.9216	3.5201	24.4874	3.3128	Noun	3289	0.99306	4.8119	1	31.33	4	12	1	high	high1	1	10	1	2	11	12	13	14	
6934	6933	frame	25763	719	527	691	513	14.098	2.8573	6.2828	2.7226	Noun	496	0.68985	4.1492	1	35.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
9957	9956	liaison	37071	139	106	130	100	2.7255	2.1461	1.2637	2.0294	Noun	139	1	3.438	3	32.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
3639	3638	communion	12904	106	66	61	45	2.0784	2.0294	0.78684	1.8261	Noun	106	1	3.3212	3	100.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
14881	14880	ritual	55263	456	286	437	275	8.9412	2.6599	3.4096	2.4579	Noun	345	0.76497	3.9518	3	33.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	
17664	17663	tenderness	65521	129	96	116	87	2.5294	2.1139	1.1445	1.9868	Noun	129	1	3.4058	3	57.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2845	2844	cathedral	10070	190	99	118	72	3.7255	2.281	1.1803	2	Noun	190	1	3.5729	3	37.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6574	6573	fisherman	24468	221	145	186	126	4.3333	2.3464	1.7287	2.1644	Noun	220	1	3.6382	3	51.63	9	1	1	low	low3	4	40	1	2	41	42	43	44	
16716	16715	stain	61987	316	242	307	237	6.1961	2.5011	2.8851	2.3856	Noun	253	0.80063	3.7929	1	37.5	5	5	1	high	high1	1	10	1	2	11	12	13	14	
3670	3669	complexion	13043	98	84	97	83	1.9216	1.9956	1.0014	1.9294	Noun	98	1	3.2875	3	99.44	10	1	1	low	low3	4	40	1	2	41	42	43	44	
597	596	appetite	2746	456	389	450	384	8.9412	2.6599	4.6376	2.5911	Noun	456	1	3.9518	3	87.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
4375	4374	custody	15878	982	603	971	600	19.2549	2.9926	7.1888	2.781	Noun	985	1	4.2844	3	46.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	
