numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
972	971	awe	4122	134	95	93	81	2.6275	2.1303	1.1326	1.9823	Noun	110	0.8209	3.4222	1	2	3	10	1	low	low1	3	30	1	2	31	32	33	34	
10188	10187	location	37695	1263	823	1213	799	24.7647	3.1017	9.8116	2.9159	Noun	1258	1	4.3936	3	87.43	8	1	1	high	high3	2	20	1	2	21	22	23	24	
13282	13281	plug	48728	531	396	449	358	10.4118	2.7259	4.721	2.5988	Noun	290	0.54717	4.0177	1	11.67	4	3	1	high	high1	1	10	1	2	11	12	13	14	
4859	4858	dew	17879	109	69	57	47	2.1373	2.0414	0.8226	1.8451	Noun	105	0.9633	3.3332	1	4.5	3	7	1	low	low1	3	30	1	2	31	32	33	34	
14392	14391	recipe	52796	388	274	379	270	7.6078	2.5899	3.2666	2.4393	Noun	389	1	3.8818	3	38.6	6	1	1	high	high3	2	20	1	2	21	22	23	24	
13406	13405	pong	49108	82	34	18	16	1.6078	1.9191	0.40534	1.5441	Noun	46	0.56098	3.2109	1	29	4	8	1	low	low1	3	30	1	2	31	32	33	34	
15445	15444	scotch	57109	752	478	301	200	14.7451	2.8768	5.6986	2.6803	Noun	662	0.88032	4.1686	1	26.6	6	1	1	high	high1	1	10	1	2	11	12	13	14	
16186	16185	sleeve	59800	286	241	285	241	5.6078	2.4579	2.8732	2.3838	Noun	286	1	3.7497	1	27.6	6	0	1	high	high1	1	10	1	2	11	12	13	14	
17800	17799	threat	66097	1059	757	1033	747	20.7647	3.0253	9.0248	2.8797	Noun	1060	1	4.3171	1	33.8	6	2	1	high	high1	1	10	1	2	11	12	13	14	
6115	6114	explosion	23007	841	467	763	438	16.4902	2.9253	5.5675	2.6702	Noun	840	1	4.2171	3	80.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	
17065	17064	stun	63137	96	67	83	61	1.8824	1.9868	0.79876	1.8325	Noun	61	0.63542	3.2786	1	6.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	
10579	10578	manual	39026	408	299	366	274	8	2.6117	3.5646	2.4771	Noun	293	0.7199	3.9036	3	54.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	
889	888	attraction	3781	348	263	307	251	6.8235	2.5428	3.1354	2.4216	Noun	348	1	3.8347	3	117.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	
