numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
19131	19130	wax	72229	461	277	394	266	9.0392	2.6646	3.3023	2.444	Noun	299	0.64859	3.9565	1	5.5	3	9	1	high	high1	1	10	1	2	11	12	13	14	
4691	4690	delusion	17086	138	101	133	98	2.7059	2.143	1.2041	2.0086	Noun	137	1	3.4348	3	72.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
11431	11430	mound	41872	77	47	77	47	1.5098	1.8921	0.56032	1.6812	Noun	77	1	3.1839	1	40	5	9	1	low	low1	3	30	1	2	31	32	33	34	
7084	7083	furniture	26367	769	538	729	523	15.0784	2.8865	6.4139	2.7316	Noun	767	1	4.1783	3	35.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	
15276	15275	satellite	56546	798	388	726	357	15.6471	2.9025	4.6257	2.5899	Noun	798	1	4.1944	3	82.75	9	0	1	high	high3	2	20	1	2	21	22	23	24	
13435	13434	popsicle	49199	82	58	33	26	1.6078	1.9191	0.69146	1.7709	Noun	73	0.89024	3.2109	3	35.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
7089	7088	fuse	26392	248	182	241	177	4.8627	2.3962	2.1698	2.2625	Noun	228	0.91566	3.688	1	18.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	
1760	1759	blur	6818	109	94	101	87	2.1373	2.0414	1.1206	1.9777	Noun	89	0.82407	3.3332	1	12.33	4	2	1	low	low1	3	30	1	2	31	32	33	34	
11082	11081	mink	40771	189	77	123	70	3.7059	2.2788	0.91798	1.8921	Noun	189	1	3.5706	1	31.33	4	13	1	low	low1	3	30	1	2	31	32	33	34	
3973	3972	cot	14529	102	76	97	73	2	2.0128	0.90606	1.8865	Noun	102	1	3.3047	1	11.5	3	24	1	low	low1	3	30	1	2	31	32	33	34	
14552	14551	religion	53730	707	440	650	415	13.8627	2.85	5.2456	2.6444	Noun	708	1	4.1419	3	87.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	
15931	15930	shred	58832	150	129	134	118	2.9412	2.179	1.5379	2.1139	Noun	95	0.64189	3.4708	1	76.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	
16213	16212	slob	59914	182	137	172	135	3.5686	2.2625	1.6333	2.1399	Noun	173	0.95055	3.5543	1	15.67	4	8	1	low	low1	3	30	1	2	31	32	33	34	
885	884	attitude	3770	1330	1016	1291	994	26.0784	3.1242	12.1125	3.0073	Noun	1327	0.99925	4.416	3	34.71	8	2	1	high	high3	2	20	1	2	21	22	23	24	
4204	4203	crocodile	15300	115	70	100	55	2.2549	2.0645	0.83453	1.8513	Noun	113	0.98261	3.3563	3	46.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
14360	14359	reasoning	52617	93	79	92	78	1.8235	1.9731	0.94182	1.9031	Noun	84	0.90323	3.265	3	234.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	
6732	6731	fluff	25025	72	54	63	49	1.4118	1.8633	0.64378	1.7404	Noun	51	0.70833	3.1552	1	24.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
5052	5051	disk	18767	338	128	332	128	6.6275	2.5302	1.526	2.1106	Noun	338	1	3.822	1	16.67	4	7	1	high	high1	1	10	1	2	11	12	13	14	
8665	8664	hut	31635	674	211	350	146	13.2157	2.8293	2.5155	2.3263	Noun	672	1	4.1211	1	8.5	3	18	1	high	high1	1	10	1	2	11	12	13	14	
16055	16054	sip	59333	260	220	237	201	5.098	2.4166	2.6228	2.3444	Noun	243	0.93462	3.7085	1	9	3	19	1	high	high1	1	10	1	2	11	12	13	14	
1086	1085	bakery	4491	179	117	158	108	3.5098	2.2553	1.3948	2.0719	Noun	175	0.97765	3.5471	3	53.4	6	1	1	low	low3	4	40	1	2	41	42	43	44	
4334	4333	curb	15755	209	173	200	165	4.098	2.3222	2.0625	2.2405	Noun	139	0.66507	3.6141	1	16.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	
294	293	alliance	1630	465	190	174	115	9.1176	2.6684	2.2651	2.281	Noun	471	1	3.9602	3	42.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
13748	13747	producer	50404	636	351	548	313	12.4706	2.8041	4.1845	2.5465	Noun	625	0.99522	4.096	3	74.57	8	2	1	high	high3	2	20	1	2	21	22	23	24	
11894	11893	notch	43761	170	131	148	129	3.3333	2.233	1.5618	2.1206	Noun	152	0.89412	3.5248	1	31	5	1	1	low	low1	3	30	1	2	31	32	33	34	
2354	2353	burrito	8623	84	50	75	49	1.6471	1.9294	0.59609	1.7076	Noun	80	0.94118	3.2213	3	65.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
953	952	avenue	4047	861	564	87	72	16.8824	2.9355	6.7239	2.752	Noun	857	1	4.2273	3	15.2	6	1	1	high	high3	2	20	1	2	21	22	23	24	
7393	7392	glance	27415	175	158	167	150	3.4314	2.2455	1.8836	2.2014	Noun	125	0.71839	3.5373	1	45.6	6	0	1	low	low1	3	30	1	2	31	32	33	34	
17115	17114	substitute	63429	238	197	233	192	4.6667	2.3784	2.3486	2.2967	Noun	130	0.54622	3.6702	3	46.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	
8841	8840	incentive	32655	100	91	94	87	1.9608	2.0043	1.0849	1.9638	Noun	100	1	3.2962	3	107.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	
18932	18931	vogue	71593	119	61	24	11	2.3333	2.0792	0.72723	1.7924	Noun	118	1	3.371	1	11.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	
4820	4819	detector	17696	166	127	164	125	3.2549	2.2227	1.5141	2.1072	Noun	166	1	3.5146	3	52.57	8	1	1	low	low3	4	40	1	2	41	42	43	44	
8540	8539	host	31194	766	511	698	481	15.0196	2.8848	6.092	2.7093	Noun	656	0.85528	4.1766	1	28.33	4	8	1	high	high1	1	10	1	2	11	12	13	14	
