numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
13580	13579	precedent	49687	127	103	126	102	2.4902	2.1072	1.2279	2.017	Noun	127	1	3.399	3	70.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
933	932	autograph	3966	416	273	406	271	8.1569	2.6201	3.2546	2.4378	Noun	371	0.89183	3.912	3	24.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	
13362	13361	poll	48968	127	79	112	70	2.4902	2.1072	0.94182	1.9031	Noun	129	0.99231	3.399	1	37.67	4	13	1	low	low1	3	30	1	2	31	32	33	34	
15623	15622	seminar	57763	217	132	212	129	4.2549	2.3385	1.5737	2.1239	Noun	217	1	3.6303	3	38.83	7	1	1	low	low3	4	40	1	2	41	42	43	44	
2085	2084	breed	7805	323	248	300	244	6.3333	2.5105	2.9566	2.3962	Noun	174	0.5387	3.8024	1	77.25	5	5	1	high	high1	1	10	1	2	11	12	13	14	
8689	8688	hype	31734	83	61	79	59	1.6275	1.9243	0.72723	1.7924	Noun	83	1	3.2161	1	6.67	4	2	1	low	low1	3	30	1	2	31	32	33	34	
18278	18277	trip	67775	4202	2366	4055	2343	82.3922	3.6236	28.207	3.3742	Noun	4125	0.98355	4.9154	1	14	4	5	1	high	high1	1	10	1	2	11	12	13	14	
8068	8067	haste	29628	106	79	103	77	2.0784	2.0294	0.94182	1.9031	Noun	96	0.88889	3.3212	1	37	5	6	1	low	low1	3	30	1	2	31	32	33	34	
16635	16634	spray	61660	492	342	459	320	9.6471	2.6928	4.0773	2.5353	Noun	320	0.65041	3.9847	1	23.25	5	2	1	high	high1	1	10	1	2	11	12	13	14	
15368	15367	scenery	56872	193	161	187	157	3.7843	2.2878	1.9194	2.2095	Noun	193	1	3.5796	3	88.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
