word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
you-U	3286	3	2	1	632	370	400	0	U	
and-N	28852	3	3	1	620	220	226	0	N	
not-A	4609	3	3	1	565	273	253	0	A	
its-U	1858	3	2	1	547	209	229	0	U	
his-J	6997	3	3	1	614	320	337	0	J	
can-V	1772	3	3	1	620	365	369	0	V	
have-N	3941	4	3	1	597	251	271	0	N	
are-V	4393	3	1	1	564	195	262	0	V	
would-V	2714	5	3	1	588	202	211	0	V	
more-A	2216	4	2	1	612	284	264	0	A	
his-U	6997	3	3	1	614	320	337	0	U	
there-N	2724	5	3	1	603	216	283	0	N	
more-V	2216	4	3	1	612	284	264	0	V	
time-V	1599	4	3	1	604	343	413	0	V	
but-R	4381	3	3	1	603	227	206	0	R	
she-N	2859	3	2	1	599	406	474	0	N	
she-U	2859	3	2	1	599	406	474	0	U	
out-J	2096	3	2	1	608	249	330	0	J	
she-J	2859	3	2	1	599	406	474	0	J	
when-A	2331	4	3	1	609	219	231	0	A	
one-N	3292	3	3	1	613	379	432	0	N	
and-A	28852	3	3	1	620	220	226	0	A	
there-A	2724	5	2	1	603	216	283	0	A	
the-J	69971	3	2	1	625	237	209	0	J	
would-N	2714	5	3	1	588	202	211	0	N	
they-U	3618	4	2	1	607	316	312	0	U	
from-A	4369	4	4	1	612	197	239	0	A	
has-V	2439	3	3	1	585	267	271	0	V	
about-R	1815	5	4	2	593	227	225	0	R	
from-R	4369	4	4	1	612	197	239	0	R	
what-U	1908	4	3	1	608	293	249	0	U	
but-J	4381	3	3	1	603	227	206	0	J	
with-R	7289	4	3	1	608	268	287	0	R	
when-C	2331	4	3	1	609	219	231	0	C	
his-N	6997	3	3	1	614	320	337	0	N	
you-N	3286	3	2	1	632	370	400	0	N	
out-V	2096	3	2	1	608	249	330	0	V	
have-V	3941	4	3	1	597	251	271	0	V	
when-N	2331	4	3	1	609	219	231	0	N	
not-V	4609	3	3	1	565	273	253	0	V	
will-N	2244	4	3	1	584	275	322	0	N	
that-U	10595	4	3	1	611	232	225	0	U	
the-A	69971	3	2	1	625	237	209	0	A	
this-U	5146	4	3	1	601	240	279	0	U	
will-J	2244	4	3	1	584	275	322	0	J	
more-J	2216	4	3	1	612	284	264	0	J	
one-J	3292	3	3	1	613	379	432	0	J	
are-N	4393	3	1	1	564	195	262	0	N	
had-V	5133	3	3	1	570	253	296	0	V	
all-N	3001	3	2	1	582	267	332	0	N	
was-N	9816	3	3	1	604	194	264	0	N	
their-U	2670	5	2	1	607	257	255	0	U	
what-J	1908	4	3	1	608	293	249	0	J	
this-J	5146	4	3	1	601	240	279	0	J	
other-J	1702	5	3	2	581	275	265	0	J	
were-V	3284	4	2	1	593	200	243	0	V	
all-A	3001	3	2	1	582	267	332	0	A	
him-N	2619	3	3	1	613	368	421	0	N	
said-V	1961	4	3	1	600	306	313	0	V	
out-N	2096	3	2	1	608	249	330	0	N	
one-V	3292	3	3	1	613	379	432	0	V	
all-J	3001	3	2	1	582	267	332	0	J	
and-C	28852	3	3	1	620	220	226	0	C	
will-V	2244	4	3	1	584	275	322	0	V	
may-N	1400	3	2	1	576	332	370	0	N	
been-V	2472	4	3	1	567	215	222	0	V	
but-V	4381	3	3	1	603	227	206	0	V	
more-N	2216	4	3	1	612	284	264	0	N	
was-V	9816	3	3	1	604	194	264	0	V	
when-U	2331	4	3	1	609	219	231	0	U	
but-N	4381	3	3	1	603	227	206	0	N	
that-J	10595	4	3	1	611	232	225	0	J	
but-C	4381	3	3	1	603	227	206	0	C	
him-U	2619	3	3	1	613	368	421	0	U	
with-N	7289	4	3	1	608	268	287	0	N	
her-U	3037	3	2	1	569	419	464	0	U	
all-U	3001	3	2	1	582	267	332	0	U	
for-C	9489	3	2	1	603	245	216	0	C	
that-A	10595	4	3	1	611	232	225	0	A	
that-C	10595	4	3	1	611	232	225	0	C	
not-J	4609	3	3	1	565	273	253	0	J	
but-U	4381	3	3	1	603	227	206	0	U	
other-C	1702	5	4	2	581	275	265	0	C	
out-A	2096	3	2	1	608	249	330	0	A	
and-R	28852	3	3	1	620	220	226	0	R	
this-A	5146	4	3	1	601	240	279	0	A	
their-J	2670	5	2	1	607	257	255	0	J	
not-N	4609	3	3	1	565	273	253	0	N	
which-J	3562	5	3	1	555	215	257	0	J	
them-J	1789	4	3	1	542	344	368	0	J	
which-U	3562	5	4	1	555	215	257	0	U	
one-U	3292	3	3	1	613	379	432	0	U	
for-R	9489	3	2	1	603	245	216	0	R	
said-J	1961	4	3	1	600	306	313	0	J	
who-U	2252	3	2	1	599	234	261	0	U	
can-V	1772	3	3	1	620	365	369	0	V	
into-R	1791	4	4	2	584	306	259	0	R	
out-R	2096	3	2	1	608	249	330	0	R	
from-C	4369	4	4	1	612	197	239	0	C	
but-A	4381	3	3	1	603	227	206	0	A	
