word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
one-V	3292	3	3	1	613	379	432	0	V	
she-J	2859	3	2	1	599	406	474	0	J	
will-V	2244	4	3	1	584	275	322	0	V	
these-J	1573	5	3	1	547	260	267	0	J	
can-N	1772	3	3	1	620	365	369	0	N	
not-A	4609	3	3	1	565	273	253	0	A	
you-N	3286	3	2	1	632	370	400	0	N	
new-J	1635	3	3	1	614	348	418	0	J	
but-A	4381	3	3	1	603	227	206	0	A	
more-J	2216	4	3	1	612	284	264	0	J	
but-R	4381	3	3	1	603	227	206	0	R	
but-V	4381	3	3	1	603	227	206	0	V	
the-J	69971	3	2	1	625	237	209	0	J	
and-C	28852	3	3	1	620	220	226	0	C	
from-R	4369	4	4	1	612	197	239	0	R	
have-V	3941	4	3	1	597	251	271	0	V	
and-R	28852	3	3	1	620	220	226	0	R	
all-U	3001	3	2	1	582	267	332	0	U	
not-N	4609	3	3	1	565	273	253	0	N	
this-A	5146	4	3	1	601	240	279	0	A	
has-V	2439	3	3	1	585	267	271	0	V	
this-J	5146	4	3	1	601	240	279	0	J	
which-U	3562	5	4	1	555	215	257	0	U	
out-R	2096	3	2	1	608	249	330	0	R	
the-A	69971	3	2	1	625	237	209	0	A	
was-N	9816	3	3	1	604	194	264	0	N	
would-V	2714	5	3	1	588	202	211	0	V	
will-J	2244	4	3	1	584	275	322	0	J	
one-N	3292	3	3	1	613	379	432	0	N	
there-A	2724	5	2	1	603	216	283	0	A	
his-N	6997	3	3	1	614	320	337	0	N	
was-V	9816	3	3	1	604	194	264	0	V	
her-U	3037	3	2	1	569	419	464	0	U	
them-U	1789	4	3	1	542	344	368	0	U	
may-N	1400	3	2	1	576	332	370	0	N	
could-V	1599	5	3	1	622	0	210	0	V	
but-U	4381	3	3	1	603	227	206	0	U	
that-A	10595	4	3	1	611	232	225	0	A	
its-J	1858	3	2	1	547	209	229	0	J	
but-J	4381	3	3	1	603	227	206	0	J	
time-N	1599	4	3	1	604	343	413	0	N	
out-N	2096	3	2	1	608	249	330	0	N	
you-U	3286	3	2	1	632	370	400	0	U	
when-A	2331	4	3	1	609	219	231	0	A	
when-U	2331	4	3	1	609	219	231	0	U	
into-R	1791	4	4	2	584	306	259	0	R	
have-N	3941	4	3	1	597	251	271	0	N	
all-A	3001	3	2	1	582	267	332	0	A	
that-J	10595	4	3	1	611	232	225	0	J	
when-N	2331	4	3	1	609	219	231	0	N	
that-U	10595	4	3	1	611	232	225	0	U	
and-A	28852	3	3	1	620	220	226	0	A	
for-C	9489	3	2	1	603	245	216	0	C	
from-A	4369	4	4	1	612	197	239	0	A	
are-N	4393	3	1	1	564	195	262	0	N	
and-N	28852	3	3	1	620	220	226	0	N	
this-U	5146	4	3	1	601	240	279	0	U	
what-A	1908	4	3	1	608	293	249	0	A	
some-J	1617	4	3	1	578	286	302	0	J	
one-U	3292	3	3	1	613	379	432	0	U	
she-N	2859	3	2	1	599	406	474	0	N	
than-N	1789	4	3	1	545	188	213	0	N	
but-C	4381	3	3	1	603	227	206	0	C	
been-V	2472	4	3	1	567	215	222	0	V	
were-N	3284	4	3	1	593	200	243	0	N	
that-C	10595	4	3	1	611	232	225	0	C	
were-V	3284	4	2	1	593	200	243	0	V	
for-R	9489	3	2	1	603	245	216	0	R	
their-U	2670	5	2	1	607	257	255	0	U	
him-U	2619	3	3	1	613	368	421	0	U	
there-N	2724	5	3	1	603	216	283	0	N	
about-A	1815	5	4	2	593	227	225	0	A	
would-N	2714	5	3	1	588	202	211	0	N	
from-C	4369	4	4	1	612	197	239	0	C	
all-J	3001	3	2	1	582	267	332	0	J	
him-N	2619	3	3	1	613	368	421	0	N	
had-V	5133	3	3	1	570	253	296	0	V	
not-J	4609	3	3	1	565	273	253	0	J	
his-J	6997	3	3	1	614	320	337	0	J	
not-V	4609	3	3	1	565	273	253	0	V	
are-V	4393	3	1	1	564	195	262	0	V	
more-A	2216	4	2	1	612	284	264	0	A	
other-U	1702	5	4	2	581	275	265	0	U	
more-V	2216	4	3	1	612	284	264	0	V	
but-N	4381	3	3	1	603	227	206	0	N	
out-J	2096	3	2	1	608	249	330	0	J	
one-J	3292	3	3	1	613	379	432	0	J	
they-U	3618	4	2	1	607	316	312	0	U	
which-J	3562	5	3	1	555	215	257	0	J	
will-V	2244	4	3	1	584	275	322	0	V	
about-R	1815	5	4	2	593	227	225	0	R	
she-U	2859	3	2	1	599	406	474	0	U	
only-C	1747	4	4	2	600	218	255	0	C	
them-J	1789	4	3	1	542	344	368	0	J	
their-J	2670	5	2	1	607	257	255	0	J	
his-U	6997	3	3	1	614	320	337	0	U	
said-V	1961	4	3	1	600	306	313	0	V	
with-R	7289	4	3	1	608	268	287	0	R	
with-N	7289	4	3	1	608	268	287	0	N	
will-N	2244	4	3	1	584	275	322	0	N	
