word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
will-V	2244	4	3	1	584	275	322	0	V	
would-N	2714	5	3	1	588	202	211	0	N	
its-U	1858	3	2	1	547	209	229	0	U	
and-A	28852	3	3	1	620	220	226	0	A	
are-N	4393	3	1	1	564	195	262	0	N	
from-R	4369	4	4	1	612	197	239	0	R	
some-J	1617	4	3	1	578	286	302	0	J	
only-C	1747	4	4	2	600	218	255	0	C	
but-U	4381	3	3	1	603	227	206	0	U	
one-J	3292	3	3	1	613	379	432	0	J	
this-A	5146	4	3	1	601	240	279	0	A	
were-N	3284	4	3	1	593	200	243	0	N	
when-N	2331	4	3	1	609	219	231	0	N	
all-A	3001	3	2	1	582	267	332	0	A	
but-C	4381	3	3	1	603	227	206	0	C	
when-C	2331	4	3	1	609	219	231	0	C	
that-C	10595	4	3	1	611	232	225	0	C	
only-R	1747	4	4	2	600	218	255	0	R	
about-R	1815	5	4	2	593	227	225	0	R	
for-R	9489	3	2	1	603	245	216	0	R	
their-J	2670	5	2	1	607	257	255	0	J	
for-C	9489	3	2	1	603	245	216	0	C	
than-C	1789	4	3	1	545	188	213	0	C	
with-N	7289	4	3	1	608	268	287	0	N	
more-J	2216	4	3	1	612	284	264	0	J	
more-R	2216	4	2	1	612	284	264	0	R	
all-U	3001	3	2	1	582	267	332	0	U	
was-V	9816	3	3	1	604	194	264	0	V	
will-J	2244	4	3	1	584	275	322	0	J	
but-A	4381	3	3	1	603	227	206	0	A	
what-C	1908	4	3	1	608	293	249	0	C	
she-U	2859	3	2	1	599	406	474	0	U	
but-N	4381	3	3	1	603	227	206	0	N	
more-N	2216	4	3	1	612	284	264	0	N	
she-N	2859	3	2	1	599	406	474	0	N	
not-V	4609	3	3	1	565	273	253	0	V	
and-R	28852	3	3	1	620	220	226	0	R	
with-R	7289	4	3	1	608	268	287	0	R	
when-U	2331	4	3	1	609	219	231	0	U	
but-R	4381	3	3	1	603	227	206	0	R	
and-N	28852	3	3	1	620	220	226	0	N	
not-N	4609	3	3	1	565	273	253	0	N	
him-N	2619	3	3	1	613	368	421	0	N	
there-N	2724	5	3	1	603	216	283	0	N	
which-U	3562	5	4	1	555	215	257	0	U	
time-V	1599	4	3	1	604	343	413	0	V	
out-R	2096	3	2	1	608	249	330	0	R	
then-A	1377	4	3	1	610	190	204	0	A	
would-V	2714	5	3	1	588	202	211	0	V	
more-V	2216	4	3	1	612	284	264	0	V	
was-N	9816	3	3	1	604	194	264	0	N	
that-U	10595	4	3	1	611	232	225	0	U	
that-A	10595	4	3	1	611	232	225	0	A	
have-V	3941	4	3	1	597	251	271	0	V	
said-V	1961	4	3	1	600	306	313	0	V	
what-U	1908	4	3	1	608	293	249	0	U	
from-C	4369	4	4	1	612	197	239	0	C	
his-J	6997	3	3	1	614	320	337	0	J	
that-J	10595	4	3	1	611	232	225	0	J	
over-A	1236	4	3	2	589	287	327	0	A	
will-N	2244	4	3	1	584	275	322	0	N	
one-V	3292	3	3	1	613	379	432	0	V	
there-A	2724	5	2	1	603	216	283	0	A	
this-J	5146	4	3	1	601	240	279	0	J	
are-V	4393	3	1	1	564	195	262	0	V	
one-N	3292	3	3	1	613	379	432	0	N	
what-A	1908	4	3	1	608	293	249	0	A	
their-U	2670	5	2	1	607	257	255	0	U	
them-J	1789	4	3	1	542	344	368	0	J	
not-A	4609	3	3	1	565	273	253	0	A	
can-V	1772	3	3	1	620	365	369	0	V	
her-U	3037	3	2	1	569	419	464	0	U	
them-U	1789	4	3	1	542	344	368	0	U	
his-U	6997	3	3	1	614	320	337	0	U	
the-A	69971	3	2	1	625	237	209	0	A	
only-J	1747	4	4	2	600	218	255	0	J	
other-U	1702	5	4	2	581	275	265	0	U	
were-V	3284	4	2	1	593	200	243	0	V	
from-A	4369	4	4	1	612	197	239	0	A	
can-V	1772	3	3	1	620	365	369	0	V	
had-V	5133	3	3	1	570	253	296	0	V	
you-U	3286	3	2	1	632	370	400	0	U	
first-V	1360	5	4	1	590	311	388	0	V	
been-V	2472	4	3	1	567	215	222	0	V	
the-J	69971	3	2	1	625	237	209	0	J	
this-U	5146	4	3	1	601	240	279	0	U	
which-J	3562	5	3	1	555	215	257	0	J	
you-N	3286	3	2	1	632	370	400	0	N	
has-V	2439	3	3	1	585	267	271	0	V	
his-N	6997	3	3	1	614	320	337	0	N	
all-N	3001	3	2	1	582	267	332	0	N	
one-U	3292	3	3	1	613	379	432	0	U	
but-V	4381	3	3	1	603	227	206	0	V	
all-J	3001	3	2	1	582	267	332	0	J	
they-U	3618	4	2	1	607	316	312	0	U	
out-N	2096	3	2	1	608	249	330	0	N	
have-N	3941	4	3	1	597	251	271	0	N	
but-J	4381	3	3	1	603	227	206	0	J	
not-J	4609	3	3	1	565	273	253	0	J	
and-C	28852	3	3	1	620	220	226	0	C	
