word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
yearn-V	1	5	3	1	0	0	0	0	V	
fay-J	1	3	2	1	0	0	0	0	J	
ewe-J	1	3	2	1	341	538	481	378	J	
cam-N	1	3	3	1	0	0	0	0	N	
woe-J	5	3	2	1	359	252	348	461	J	
whit-V	1	4	3	1	0	0	0	0	V	
bun-N	1	3	3	1	0	0	0	0	N	
paw-J	3	3	2	1	0	0	0	0	J	
eave-N	1	4	2	1	0	0	0	0	N	
bard-N	3	4	3	1	224	395	406	0	N	
tow-N	1	3	2	1	468	409	406	0	N	
foul-N	4	4	3	1	483	351	467	0	N	
ell-N	1	3	2	1	0	0	0	0	N	
taint-V	1	5	4	1	0	0	0	0	V	
muff-N	1	4	3	1	0	0	0	0	N	
prod-V	2	4	4	1	0	0	0	0	V	
err-V	1	3	2	1	0	0	0	0	V	
crow-V	2	4	3	1	490	590	578	308	V	
spa-V	2	3	3	1	0	0	0	0	V	
ere-J	1	3	2	1	0	0	0	0	J	
aye-A	1	3	1	1	333	233	255	0	A	
peel-N	3	4	3	1	507	432	436	0	N	
hale-V	2	4	3	1	370	331	376	0	V	
wont-V	2	4	4	1	0	0	0	0	V	
mot-N	1	3	2	1	0	0	0	0	N	
bon-J	2	3	3	1	0	0	0	0	J	
orb-N	1	3	2	1	0	0	0	0	N	
hush-N	4	4	3	1	415	396	467	246	N	
snort-N	3	5	4	1	401	424	472	433	N	
kin-J	2	3	3	1	0	0	0	0	J	
mug-N	1	3	3	1	527	576	574	0	N	
sling-N	1	5	4	1	0	0	0	0	N	
boa-N	7	3	3	2	0	0	0	0	N	
goad-N	1	4	3	1	0	0	0	0	N	
slop-V	2	4	4	1	0	0	0	0	V	
dune-N	1	4	4	1	0	0	0	0	N	
yea-A	3	3	2	1	0	0	0	0	A	
ewe-N	1	3	2	1	341	538	481	378	N	
hast-V	1	4	4	1	0	0	0	0	V	
ere-N	1	3	2	1	0	0	0	0	N	
boo-V	1	3	2	1	0	0	0	0	V	
peal-N	1	4	3	1	451	402	433	0	N	
fowl-V	1	4	3	1	452	532	528	0	V	
shag-N	1	4	3	1	0	0	0	0	N	
smear-N	2	5	3	1	480	355	415	0	N	
vex-V	1	3	4	1	0	0	0	0	V	
bilge-N	2	5	4	1	0	0	0	0	N	
kite-N	1	4	3	1	481	592	624	0	N	
prim-J	1	4	4	1	366	0	361	0	J	
nap-V	4	3	3	1	0	0	0	0	V	
zip-V	1	3	3	1	0	0	0	0	V	
sou-N	1	3	2	1	0	0	0	0	N	
zoo-N	9	3	2	1	565	583	613	0	N	
aeon-N	1	4	3	2	0	0	0	0	N	
pith-V	1	4	3	1	0	0	0	0	V	
mash-N	1	4	3	1	481	418	472	0	N	
grub-N	2	4	4	1	0	0	0	0	N	
hump-J	2	4	4	1	439	507	515	369	J	
hem-V	4	3	3	1	0	0	0	0	V	
brash-J	1	5	4	1	0	0	0	0	J	
snick-V	1	5	4	1	0	0	0	0	V	
lope-N	2	4	3	1	0	0	0	0	N	
pee-N	3	3	2	1	0	0	0	0	N	
lamb-N	7	4	3	1	519	633	614	186	N	
roe-N	1	3	2	1	233	397	349	0	N	
grit-N	1	4	4	1	0	0	0	0	N	
shit-V	2	4	3	1	0	0	0	0	V	
fay-V	1	3	2	1	0	0	0	0	V	
sham-J	1	4	3	1	0	0	0	0	J	
ass-N	5	3	2	1	0	0	0	0	N	
foal-V	2	4	3	1	338	420	448	0	V	
rash-J	1	4	3	1	485	523	520	0	J	
lob-J	1	3	3	1	0	0	0	0	J	
coup-N	4	4	2	1	0	0	0	0	N	
wee-V	5	3	2	1	0	0	0	0	V	
tow-J	1	3	2	1	468	409	406	0	J	
ware-N	1	4	2	1	394	368	399	0	N	
haw-V	1	3	2	1	0	0	0	0	V	
gel-V	2	3	3	1	0	0	0	0	V	
lava-J	1	4	4	2	0	0	0	0	J	
ache-V	4	4	2	1	523	443	443	0	V	
lard-J	4	4	3	1	458	517	491	0	J	
coy-V	4	3	2	1	0	0	0	0	V	
gig-N	1	3	3	1	425	525	437	564	N	
hick-J	1	4	3	1	0	0	0	0	J	
hug-V	3	3	3	1	0	0	0	0	V	
hop-J	2	3	3	1	432	494	554	289	J	
tasty-J	2	5	5	2	0	0	0	0	J	
lax-N	3	3	4	1	396	315	363	0	N	
nope-A	1	4	3	1	481	270	315	0	A	
peg-N	4	3	3	1	462	537	538	0	N	
ere-R	1	3	1	1	0	0	0	0	R	
ore-N	3	3	1	1	0	0	0	0	N	
leaky-J	2	5	4	2	0	0	0	0	J	
gag-N	4	3	3	1	0	0	0	0	N	
coco-N	1	4	4	2	0	0	0	0	N	
eel-N	2	3	2	1	433	634	552	0	N	
leet-N	1	4	3	1	0	0	0	0	N	
czar-N	1	4	2	1	0	0	0	0	N	
dyke-N	1	4	3	1	0	0	0	0	N	
