word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
gouge-V	1	5	3	1	0	0	0	0	V	
soot-A	1	4	3	1	390	563	531	0	A	
amide-N	1	5	4	2	0	0	0	0	N	
yea-A	3	3	2	1	0	0	0	0	A	
neuter-J	1	6	5	2	368	336	327	0	J	
dey-N	2	3	2	1	0	0	0	0	N	
moth-N	1	4	3	1	496	550	577	0	N	
lilt-N	1	4	4	1	0	0	0	0	N	
ram-N	2	3	3	1	468	541	546	0	N	
lurk-N	1	4	3	1	0	0	0	0	N	
orb-V	1	3	2	1	0	0	0	0	V	
doe-N	1	3	2	1	464	579	532	0	N	
czar-N	1	4	2	1	0	0	0	0	N	
wop-N	1	3	3	1	0	0	0	0	N	
cube-J	1	4	4	1	502	530	575	383	J	
bun-N	1	3	3	1	0	0	0	0	N	
haw-V	1	3	2	1	0	0	0	0	V	
brae-N	1	4	3	1	0	0	0	0	N	
jot-V	1	3	3	1	0	0	0	0	V	
awe-N	5	3	1	1	0	0	0	0	N	
deem-V	1	4	3	1	0	0	0	0	V	
ugh-N	1	3	2	1	0	0	0	0	N	
urn-N	2	3	2	1	369	551	510	442	N	
nab-N	1	3	3	1	0	0	0	0	N	
din-N	1	3	3	1	0	0	0	0	N	
maw-N	2	3	2	1	0	0	0	0	N	
soot-N	1	4	3	1	390	563	531	0	N	
chaw-V	1	4	3	1	0	0	0	0	V	
tote-J	1	4	3	1	0	0	0	0	J	
jade-J	1	4	3	1	359	570	459	572	J	
pawn-V	2	4	3	1	477	480	479	0	V	
wee-J	5	3	2	1	0	0	0	0	J	
sup-N	1	3	3	1	0	0	0	0	N	
fray-V	1	4	3	1	0	0	0	0	V	
fin-N	2	3	3	1	0	0	0	0	N	
orb-N	1	3	2	1	0	0	0	0	N	
nigh-R	1	4	2	1	0	0	0	0	R	
spa-V	2	3	3	1	0	0	0	0	V	
yen-V	3	3	3	1	0	0	0	0	V	
sou-N	1	3	2	1	0	0	0	0	N	
paw-J	3	3	2	1	0	0	0	0	J	
reel-V	2	4	3	1	456	502	487	0	V	
aye-A	1	3	1	1	333	233	255	0	A	
pert-N	2	4	3	1	0	0	0	0	N	
sop-N	1	3	3	1	259	373	294	536	N	
ana-N	1	3	3	2	0	0	0	0	N	
fowl-V	1	4	3	1	452	532	528	0	V	
owl-N	2	3	2	1	477	614	595	269	N	
gash-V	1	4	3	1	0	0	0	0	V	
o'er-A	1	4	2	2	0	0	0	0	A	
tamp-V	1	4	4	1	0	0	0	0	V	
wig-N	1	3	3	1	518	618	587	0	N	
meaty-J	1	5	4	2	0	0	0	0	J	
bye-V	2	3	2	1	0	0	0	0	V	
tote-N	1	4	3	1	0	0	0	0	N	
fern-N	1	4	3	1	0	0	0	0	N	
jag-V	1	3	3	1	0	0	0	0	V	
yearn-N	1	5	3	1	0	0	0	0	N	
lag-J	3	3	3	1	0	0	0	0	J	
dumps-N	1	5	5	1	0	0	0	0	N	
fay-J	1	3	2	1	0	0	0	0	J	
biz-N	2	3	3	1	0	0	0	0	N	
toil-V	1	4	3	1	468	386	393	0	V	
ape-N	3	3	2	1	547	654	616	0	N	
sans-R	2	4	4	1	0	0	0	0	R	
nigh-J	1	4	2	1	0	0	0	0	J	
gale-N	2	4	3	1	0	0	0	0	N	
pee-V	3	3	2	1	0	0	0	0	V	
mag-V	1	3	3	1	0	0	0	0	V	
mum-J	1	3	3	1	0	0	0	0	J	
ell-N	1	3	2	1	0	0	0	0	N	
yawl-N	1	4	3	1	0	0	0	0	N	
fern-J	1	4	3	1	0	0	0	0	J	
lob-J	1	3	3	1	0	0	0	0	J	
snick-N	1	5	4	1	0	0	0	0	N	
scald-N	1	5	5	1	0	0	0	0	N	
hoy-N	1	3	2	1	0	0	0	0	N	
dun-N	1	3	3	1	0	0	0	0	N	
boar-V	1	4	3	1	455	558	524	0	V	
lab-V	3	3	3	1	0	0	0	0	V	
yaws-N	1	4	3	1	0	0	0	0	N	
gob-J	1	3	3	1	0	0	0	0	J	
tow-V	1	3	2	1	468	409	406	0	V	
boar-N	1	4	2	1	455	558	524	0	N	
groan-N	1	5	4	1	508	432	506	342	N	
ere-R	1	3	1	1	0	0	0	0	R	
ere-C	1	3	1	1	0	0	0	0	C	
tab-N	1	3	3	1	0	0	0	0	N	
muck-V	1	4	3	1	0	0	0	0	V	
mot-N	1	3	2	1	0	0	0	0	N	
wed-V	2	3	3	1	0	0	0	0	V	
fawn-N	1	4	3	1	433	581	565	394	N	
rap-V	2	3	3	1	501	404	388	0	V	
shin-V	3	4	3	1	0	0	0	0	V	
yon-A	1	3	3	1	0	0	0	0	A	
woo-V	3	3	2	1	0	0	0	0	V	
gibe-N	1	4	3	1	0	0	0	0	N	
waltz-N	1	5	4	1	442	476	524	442	N	
fay-V	1	3	2	1	0	0	0	0	V	
gorge-N	1	5	3	1	0	0	0	0	N	
