word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
mould-N	1	5	4	1	0	0	0	0	N	
prow-J	1	4	3	1	252	485	307	583	J	
mug-N	1	3	3	1	527	576	574	0	N	
poke-V	1	4	3	1	0	0	0	0	V	
perch-V	1	5	4	1	396	576	462	414	V	
farce-V	3	5	3	1	0	0	0	0	V	
ale-N	1	3	2	1	454	578	526	0	N	
nab-N	1	3	3	1	0	0	0	0	N	
surly-J	2	5	4	2	0	0	0	0	J	
cur-N	1	3	2	1	0	0	0	0	N	
belle-J	1	5	3	1	341	388	401	0	J	
wry-V	5	3	2	1	0	0	0	0	V	
trill-N	3	5	4	1	0	0	0	0	N	
clan-V	2	4	4	1	0	0	0	0	V	
slam-V	3	4	4	1	0	0	0	0	V	
lag-V	3	3	3	1	0	0	0	0	V	
orb-N	1	3	2	1	0	0	0	0	N	
czar-N	1	4	2	1	0	0	0	0	N	
fray-N	1	4	3	1	0	0	0	0	N	
bon-J	2	3	3	1	0	0	0	0	J	
err-N	1	3	2	1	0	0	0	0	N	
hick-V	1	4	3	1	0	0	0	0	V	
sou-N	1	3	2	1	0	0	0	0	N	
foal-N	2	4	3	1	338	420	448	0	N	
pare-V	2	4	2	1	335	361	392	0	V	
ere-R	1	3	1	1	0	0	0	0	R	
womb-V	1	4	3	1	508	538	529	0	V	
zip-J	1	3	3	1	0	0	0	0	J	
spec-N	1	4	4	1	0	0	0	0	N	
sup-N	1	3	3	1	0	0	0	0	N	
deem-V	1	4	3	1	0	0	0	0	V	
malt-V	1	4	4	1	0	0	0	0	V	
sham-V	1	4	3	1	0	0	0	0	V	
gnaw-V	1	4	2	1	0	0	0	0	V	
gob-N	1	3	3	1	0	0	0	0	N	
ware-J	1	4	3	1	394	368	399	0	J	
mig-N	1	3	3	1	0	0	0	0	N	
creak-N	1	5	4	1	0	0	0	0	N	
bog-N	1	3	3	1	0	0	0	0	N	
rib-V	1	3	3	1	536	599	586	0	V	
keg-J	2	3	3	1	300	586	606	0	J	
harp-V	1	4	3	1	430	591	621	0	V	
clod-V	1	4	4	1	0	0	0	0	V	
cove-N	2	4	3	1	0	0	0	0	N	
hone-V	2	4	3	1	0	0	0	0	V	
seep-N	2	4	3	1	0	0	0	0	N	
mince-N	1	5	4	1	384	430	419	0	N	
rye-N	4	3	2	1	388	600	459	500	N	
jade-N	1	4	3	1	359	570	459	572	N	
rink-N	2	4	4	1	0	0	0	0	N	
hoof-N	2	4	3	1	401	596	598	306	N	
nab-V	1	3	3	1	0	0	0	0	V	
vet-N	1	3	3	1	456	485	494	0	N	
rash-A	1	4	3	1	485	523	520	0	A	
sop-N	1	3	3	1	259	373	294	536	N	
aye-N	1	3	1	1	333	233	255	0	N	
moan-V	1	4	3	1	510	379	475	328	V	
dak-N	1	3	3	1	0	0	0	0	N	
jab-N	1	3	3	1	0	0	0	0	N	
hive-N	2	4	3	1	386	583	554	319	N	
ere-N	1	3	2	1	0	0	0	0	N	
rum-N	3	3	3	1	552	600	560	0	N	
halo-V	2	4	4	2	0	0	0	0	V	
gash-N	1	4	3	1	0	0	0	0	N	
rut-V	1	3	3	1	0	0	0	0	V	
prim-J	1	4	4	1	366	0	361	0	J	
qua-C	2	3	3	1	0	0	0	0	C	
sheen-V	2	5	3	1	0	0	0	0	V	
moot-V	1	4	3	1	0	0	0	0	V	
laze-V	1	4	3	1	0	0	0	0	V	
pee-N	3	3	2	1	0	0	0	0	N	
haw-N	1	3	2	1	0	0	0	0	N	
aye-A	1	3	1	1	333	233	255	0	A	
beau-N	2	4	2	1	242	419	394	611	N	
womb-N	1	4	3	1	508	538	529	0	N	
fay-V	1	3	2	1	0	0	0	0	V	
rove-N	1	4	3	1	0	0	0	0	N	
gut-N	1	3	3	1	0	0	0	0	N	
mole-V	4	4	3	1	484	590	567	0	V	
ere-A	1	3	1	1	0	0	0	0	A	
limb-N	5	4	3	1	526	590	580	0	N	
boo-V	1	3	2	1	0	0	0	0	V	
hop-J	2	3	3	1	432	494	554	289	J	
jab-V	1	3	3	1	0	0	0	0	V	
orb-V	1	3	2	1	0	0	0	0	V	
hoy-N	1	3	2	1	0	0	0	0	N	
gibe-N	1	4	3	1	0	0	0	0	N	
isle-N	5	4	2	1	471	530	520	0	N	
spout-N	1	5	4	1	433	468	466	0	N	
kale-N	1	4	3	1	256	558	391	575	N	
afire-A	1	5	4	3	0	0	0	0	A	
boar-N	1	4	2	1	455	558	524	0	N	
ewe-J	1	3	2	1	341	538	481	378	J	
kin-J	2	3	3	1	0	0	0	0	J	
ellipses-N	2	8	7	3	0	0	0	0	N	
cam-A	1	3	3	1	0	0	0	0	A	
ike-N	4	3	2	1	0	0	0	0	N	
boo-N	1	3	2	1	0	0	0	0	N	
ewe-V	1	3	2	1	341	538	481	378	V	
gee-V	4	3	2	1	0	0	0	0	V	
