word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
beau-V	2	4	2	1	242	419	394	611	V	
perk-J	1	4	3	1	0	0	0	0	J	
rime-N	1	4	3	1	0	0	0	0	N	
stew-N	5	4	4	1	522	603	587	283	N	
din-V	1	3	3	1	0	0	0	0	V	
dew-V	3	3	3	1	427	578	559	331	V	
beech-N	6	5	4	1	374	446	435	0	N	
ere-J	1	3	2	1	0	0	0	0	J	
ashen-J	2	5	3	2	274	351	395	0	J	
gig-V	1	3	3	1	425	525	437	564	V	
yawl-N	1	4	3	1	0	0	0	0	N	
cam-J	1	3	3	1	0	0	0	0	J	
aye-N	1	3	1	1	333	233	255	0	N	
doe-N	1	3	2	1	464	579	532	0	N	
ewe-N	1	3	2	1	341	538	481	378	N	
pee-N	3	3	2	1	0	0	0	0	N	
sow-V	3	3	2	1	428	504	479	0	V	
mum-J	1	3	3	1	0	0	0	0	J	
nigh-V	1	4	2	1	0	0	0	0	V	
noun-N	1	4	3	1	518	387	368	414	N	
sup-V	1	3	3	1	0	0	0	0	V	
pert-A	2	4	3	1	0	0	0	0	A	
mag-V	1	3	3	1	0	0	0	0	V	
o'er-A	1	4	2	2	0	0	0	0	A	
mug-V	1	3	3	1	527	576	574	0	V	
mig-N	1	3	3	1	0	0	0	0	N	
bye-N	2	3	2	1	0	0	0	0	N	
tat-V	1	3	3	1	0	0	0	0	V	
ebb-J	1	3	2	1	0	0	0	0	J	
rift-N	1	4	4	1	0	0	0	0	N	
prow-J	1	4	3	1	252	485	307	583	J	
pout-V	1	4	3	1	0	0	0	0	V	
hoy-N	1	3	2	1	0	0	0	0	N	
poke-V	1	4	3	1	0	0	0	0	V	
coy-N	4	3	2	1	0	0	0	0	N	
spec-N	1	4	4	1	0	0	0	0	N	
foe-J	8	3	2	1	344	424	435	453	J	
jag-V	1	3	3	1	0	0	0	0	V	
hick-V	1	4	3	1	0	0	0	0	V	
ably-A	2	4	4	2	0	0	0	0	A	
pane-N	3	4	3	1	395	506	410	0	N	
tint-V	1	4	4	1	0	0	0	0	V	
hop-V	2	3	3	1	432	494	554	289	V	
mop-N	3	3	3	1	443	0	0	0	N	
rasp-V	2	4	4	1	0	0	0	0	V	
womb-V	1	4	3	1	508	538	529	0	V	
aye-A	1	3	1	1	333	233	255	0	A	
bide-V	1	4	3	1	0	0	0	0	V	
whine-V	4	5	3	1	0	0	0	0	V	
mag-N	1	3	3	1	0	0	0	0	N	
chew-N	2	4	2	1	570	442	527	0	N	
hurdle-N	3	6	4	2	437	572	600	0	N	
rift-V	1	4	4	1	0	0	0	0	V	
thug-N	1	4	3	1	0	0	0	0	N	
yen-N	3	3	3	1	0	0	0	0	N	
mart-N	2	4	3	1	0	0	0	0	N	
gore-V	7	4	2	1	322	448	429	547	V	
shah-N	2	4	2	1	0	0	0	0	N	
aura-N	1	4	3	2	0	0	0	0	N	
nigh-R	1	4	2	1	0	0	0	0	R	
bled-V	3	4	4	1	0	0	0	0	V	
lug-V	2	3	3	1	0	0	0	0	V	
blur-N	3	4	4	1	0	0	0	0	N	
wow-V	1	3	2	1	0	0	0	0	V	
weed-N	1	4	3	1	542	600	596	0	N	
lance-V	3	5	4	1	0	0	0	0	V	
rut-N	1	3	3	1	0	0	0	0	N	
den-V	2	3	3	1	0	0	0	0	V	
gut-V	1	3	3	1	0	0	0	0	V	
bard-N	3	4	3	1	224	395	406	0	N	
mum-N	1	3	3	1	0	0	0	0	N	
lob-N	1	3	3	1	0	0	0	0	N	
dak-N	1	3	3	1	0	0	0	0	N	
woo-V	3	3	2	1	0	0	0	0	V	
grit-N	1	4	4	1	0	0	0	0	N	
pestle-N	1	6	4	2	209	465	341	0	N	
sop-N	1	3	3	1	259	373	294	536	N	
ware-V	1	4	3	1	394	368	399	0	V	
ere-N	1	3	2	1	0	0	0	0	N	
orb-V	1	3	2	1	0	0	0	0	V	
hue-V	1	3	3	1	404	388	399	544	V	
moot-V	1	4	3	1	0	0	0	0	V	
veal-V	1	4	3	1	465	528	519	0	V	
prow-N	1	4	3	1	252	485	307	583	N	
fin-N	2	3	3	1	0	0	0	0	N	
gab-V	1	3	3	1	0	0	0	0	V	
ebb-V	1	3	2	1	0	0	0	0	V	
lab-N	3	3	3	1	0	0	0	0	N	
otto-N	1	4	3	2	0	0	0	0	N	
peer-V	8	4	2	1	460	406	376	0	V	
axle-N	5	4	4	2	482	555	560	0	N	
pal-N	2	3	3	1	0	0	0	0	N	
gem-V	4	3	3	1	457	573	572	0	V	
ewe-V	1	3	2	1	341	538	481	378	V	
ebb-N	1	3	2	1	0	0	0	0	N	
awe-V	5	3	1	1	0	0	0	0	V	
lob-J	1	3	3	1	0	0	0	0	J	
sap-V	1	3	3	1	377	540	451	464	V	
bough-N	2	5	2	1	0	0	0	0	N	
shay-N	1	4	2	1	0	0	0	0	N	
