word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
all-J	3001	3	2	1	582	267	332	0	J	
its-U	1858	3	2	1	547	209	229	0	U	
first-A	1360	5	4	1	590	311	388	0	A	
which-J	3562	5	3	1	555	215	257	0	J	
have-N	3941	4	3	1	597	251	271	0	N	
from-C	4369	4	4	1	612	197	239	0	C	
will-N	2244	4	3	1	584	275	322	0	N	
are-N	4393	3	1	1	564	195	262	0	N	
out-J	2096	3	2	1	608	249	330	0	J	
she-J	2859	3	2	1	599	406	474	0	J	
you-N	3286	3	2	1	632	370	400	0	N	
said-V	1961	4	3	1	600	306	313	0	V	
that-C	10595	4	3	1	611	232	225	0	C	
this-A	5146	4	3	1	601	240	279	0	A	
they-U	3618	4	2	1	607	316	312	0	U	
first-N	1360	5	4	1	590	311	388	0	N	
and-A	28852	3	3	1	620	220	226	0	A	
there-A	2724	5	2	1	603	216	283	0	A	
who-U	2252	3	2	1	599	234	261	0	U	
what-A	1908	4	3	1	608	293	249	0	A	
only-A	1747	4	4	2	600	218	255	0	A	
but-A	4381	3	3	1	603	227	206	0	A	
and-R	28852	3	3	1	620	220	226	0	R	
that-J	10595	4	3	1	611	232	225	0	J	
time-V	1599	4	3	1	604	343	413	0	V	
this-U	5146	4	3	1	601	240	279	0	U	
one-J	3292	3	3	1	613	379	432	0	J	
new-A	1635	3	3	1	614	348	418	0	A	
her-U	3037	3	2	1	569	419	464	0	U	
one-N	3292	3	3	1	613	379	432	0	N	
more-N	2216	4	3	1	612	284	264	0	N	
his-U	6997	3	3	1	614	320	337	0	U	
would-V	2714	5	3	1	588	202	211	0	V	
more-R	2216	4	2	1	612	284	264	0	R	
their-J	2670	5	2	1	607	257	255	0	J	
but-C	4381	3	3	1	603	227	206	0	C	
would-N	2714	5	3	1	588	202	211	0	N	
had-V	5133	3	3	1	570	253	296	0	V	
have-V	3941	4	3	1	597	251	271	0	V	
not-J	4609	3	3	1	565	273	253	0	J	
you-U	3286	3	2	1	632	370	400	0	U	
what-C	1908	4	3	1	608	293	249	0	C	
and-C	28852	3	3	1	620	220	226	0	C	
for-R	9489	3	2	1	603	245	216	0	R	
this-J	5146	4	3	1	601	240	279	0	J	
all-N	3001	3	2	1	582	267	332	0	N	
she-N	2859	3	2	1	599	406	474	0	N	
two-J	1412	3	2	1	596	383	445	0	J	
will-J	2244	4	3	1	584	275	322	0	J	
she-U	2859	3	2	1	599	406	474	0	U	
not-A	4609	3	3	1	565	273	253	0	A	
can-V	1772	3	3	1	620	365	369	0	V	
has-V	2439	3	3	1	585	267	271	0	V	
will-V	2244	4	3	1	584	275	322	0	V	
can-N	1772	3	3	1	620	365	369	0	N	
was-V	9816	3	3	1	604	194	264	0	V	
from-R	4369	4	4	1	612	197	239	0	R	
from-A	4369	4	4	1	612	197	239	0	A	
into-R	1791	4	4	2	584	306	259	0	R	
there-N	2724	5	3	1	603	216	283	0	N	
not-N	4609	3	3	1	565	273	253	0	N	
new-N	1635	3	3	1	614	348	418	0	N	
not-V	4609	3	3	1	565	273	253	0	V	
was-N	9816	3	3	1	604	194	264	0	N	
other-C	1702	5	4	2	581	275	265	0	C	
them-J	1789	4	3	1	542	344	368	0	J	
him-N	2619	3	3	1	613	368	421	0	N	
his-J	6997	3	3	1	614	320	337	0	J	
were-N	3284	4	3	1	593	200	243	0	N	
that-A	10595	4	3	1	611	232	225	0	A	
but-R	4381	3	3	1	603	227	206	0	R	
the-J	69971	3	2	1	625	237	209	0	J	
but-U	4381	3	3	1	603	227	206	0	U	
that-U	10595	4	3	1	611	232	225	0	U	
only-R	1747	4	4	2	600	218	255	0	R	
one-U	3292	3	3	1	613	379	432	0	U	
him-U	2619	3	3	1	613	368	421	0	U	
all-A	3001	3	2	1	582	267	332	0	A	
but-J	4381	3	3	1	603	227	206	0	J	
when-A	2331	4	3	1	609	219	231	0	A	
all-U	3001	3	2	1	582	267	332	0	U	
out-N	2096	3	2	1	608	249	330	0	N	
which-U	3562	5	4	1	555	215	257	0	U	
and-N	28852	3	3	1	620	220	226	0	N	
what-J	1908	4	3	1	608	293	249	0	J	
were-V	3284	4	2	1	593	200	243	0	V	
his-N	6997	3	3	1	614	320	337	0	N	
one-V	3292	3	3	1	613	379	432	0	V	
but-V	4381	3	3	1	603	227	206	0	V	
the-A	69971	3	2	1	625	237	209	0	A	
with-N	7289	4	3	1	608	268	287	0	N	
only-C	1747	4	4	2	600	218	255	0	C	
been-V	2472	4	3	1	567	215	222	0	V	
for-C	9489	3	2	1	603	245	216	0	C	
when-N	2331	4	3	1	609	219	231	0	N	
made-V	1125	4	3	1	579	327	351	0	V	
but-N	4381	3	3	1	603	227	206	0	N	
most-J	1160	4	4	1	560	321	306	0	J	
are-V	4393	3	1	1	564	195	262	0	V	
with-R	7289	4	3	1	608	268	287	0	R	
