word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
but-J	4381	3	3	1	603	227	206	0	J	
them-U	1789	4	3	1	542	344	368	0	U	
not-A	4609	3	3	1	565	273	253	0	A	
when-A	2331	4	3	1	609	219	231	0	A	
out-N	2096	3	2	1	608	249	330	0	N	
are-N	4393	3	1	1	564	195	262	0	N	
about-A	1815	5	4	2	593	227	225	0	A	
two-N	1412	3	2	1	596	383	445	0	N	
one-J	3292	3	3	1	613	379	432	0	J	
from-A	4369	4	4	1	612	197	239	0	A	
was-N	9816	3	3	1	604	194	264	0	N	
when-N	2331	4	3	1	609	219	231	0	N	
this-A	5146	4	3	1	601	240	279	0	A	
then-J	1377	4	3	1	610	190	204	0	J	
and-C	28852	3	3	1	620	220	226	0	C	
can-V	1772	3	3	1	620	365	369	0	V	
now-N	1314	3	2	1	605	309	276	0	N	
man-N	1207	3	3	1	623	618	567	0	N	
have-N	3941	4	3	1	597	251	271	0	N	
but-V	4381	3	3	1	603	227	206	0	V	
more-N	2216	4	3	1	612	284	264	0	N	
the-A	69971	3	2	1	625	237	209	0	A	
not-J	4609	3	3	1	565	273	253	0	J	
other-N	1702	5	3	2	581	275	265	0	N	
his-U	6997	3	3	1	614	320	337	0	U	
from-C	4369	4	4	1	612	197	239	0	C	
this-U	5146	4	3	1	601	240	279	0	U	
has-V	2439	3	3	1	585	267	271	0	V	
will-J	2244	4	3	1	584	275	322	0	J	
she-U	2859	3	2	1	599	406	474	0	U	
which-J	3562	5	3	1	555	215	257	0	J	
this-J	5146	4	3	1	601	240	279	0	J	
like-R	1290	4	3	1	610	286	352	0	R	
the-J	69971	3	2	1	625	237	209	0	J	
him-U	2619	3	3	1	613	368	421	0	U	
that-C	10595	4	3	1	611	232	225	0	C	
them-J	1789	4	3	1	542	344	368	0	J	
all-A	3001	3	2	1	582	267	332	0	A	
been-V	2472	4	3	1	567	215	222	0	V	
that-A	10595	4	3	1	611	232	225	0	A	
but-C	4381	3	3	1	603	227	206	0	C	
when-C	2331	4	3	1	609	219	231	0	C	
all-J	3001	3	2	1	582	267	332	0	J	
into-R	1791	4	4	2	584	306	259	0	R	
out-V	2096	3	2	1	608	249	330	0	V	
him-N	2619	3	3	1	613	368	421	0	N	
and-A	28852	3	3	1	620	220	226	0	A	
now-A	1314	3	2	1	605	309	276	0	A	
from-R	4369	4	4	1	612	197	239	0	R	
some-N	1617	4	3	1	578	286	302	0	N	
and-N	28852	3	3	1	620	220	226	0	N	
had-V	5133	3	3	1	570	253	296	0	V	
she-J	2859	3	2	1	599	406	474	0	J	
was-V	9816	3	3	1	604	194	264	0	V	
for-R	9489	3	2	1	603	245	216	0	R	
its-J	1858	3	2	1	547	209	229	0	J	
one-U	3292	3	3	1	613	379	432	0	U	
she-N	2859	3	2	1	599	406	474	0	N	
were-N	3284	4	3	1	593	200	243	0	N	
you-N	3286	3	2	1	632	370	400	0	N	
but-N	4381	3	3	1	603	227	206	0	N	
his-J	6997	3	3	1	614	320	337	0	J	
one-V	3292	3	3	1	613	379	432	0	V	
but-U	4381	3	3	1	603	227	206	0	U	
but-R	4381	3	3	1	603	227	206	0	R	
there-N	2724	5	3	1	603	216	283	0	N	
would-V	2714	5	3	1	588	202	211	0	V	
they-U	3618	4	2	1	607	316	312	0	U	
for-C	9489	3	2	1	603	245	216	0	C	
will-N	2244	4	3	1	584	275	322	0	N	
his-N	6997	3	3	1	614	320	337	0	N	
and-R	28852	3	3	1	620	220	226	0	R	
what-J	1908	4	3	1	608	293	249	0	J	
but-A	4381	3	3	1	603	227	206	0	A	
their-U	2670	5	2	1	607	257	255	0	U	
with-R	7289	4	3	1	608	268	287	0	R	
you-U	3286	3	2	1	632	370	400	0	U	
would-N	2714	5	3	1	588	202	211	0	N	
more-J	2216	4	3	1	612	284	264	0	J	
can-N	1772	3	3	1	620	365	369	0	N	
that-U	10595	4	3	1	611	232	225	0	U	
which-U	3562	5	4	1	555	215	257	0	U	
what-A	1908	4	3	1	608	293	249	0	A	
out-R	2096	3	2	1	608	249	330	0	R	
were-V	3284	4	2	1	593	200	243	0	V	
all-U	3001	3	2	1	582	267	332	0	U	
other-U	1702	5	4	2	581	275	265	0	U	
more-R	2216	4	2	1	612	284	264	0	R	
not-N	4609	3	3	1	565	273	253	0	N	
only-A	1747	4	4	2	600	218	255	0	A	
only-J	1747	4	4	2	600	218	255	0	J	
with-N	7289	4	3	1	608	268	287	0	N	
what-U	1908	4	3	1	608	293	249	0	U	
out-A	2096	3	2	1	608	249	330	0	A	
one-N	3292	3	3	1	613	379	432	0	N	
have-V	3941	4	3	1	597	251	271	0	V	
that-J	10595	4	3	1	611	232	225	0	J	
there-A	2724	5	2	1	603	216	283	0	A	
not-V	4609	3	3	1	565	273	253	0	V	
are-V	4393	3	1	1	564	195	262	0	V	
