word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
what-U	1908	4	3	1	608	293	249	0	U	
you-N	3286	3	2	1	632	370	400	0	N	
about-R	1815	5	4	2	593	227	225	0	R	
that-J	10595	4	3	1	611	232	225	0	J	
that-U	10595	4	3	1	611	232	225	0	U	
other-C	1702	5	4	2	581	275	265	0	C	
out-V	2096	3	2	1	608	249	330	0	V	
this-A	5146	4	3	1	601	240	279	0	A	
out-A	2096	3	2	1	608	249	330	0	A	
she-N	2859	3	2	1	599	406	474	0	N	
and-N	28852	3	3	1	620	220	226	0	N	
out-N	2096	3	2	1	608	249	330	0	N	
when-N	2331	4	3	1	609	219	231	0	N	
him-N	2619	3	3	1	613	368	421	0	N	
such-U	1303	4	4	1	521	248	219	0	U	
all-N	3001	3	2	1	582	267	332	0	N	
had-V	5133	3	3	1	570	253	296	0	V	
has-V	2439	3	3	1	585	267	271	0	V	
that-A	10595	4	3	1	611	232	225	0	A	
but-V	4381	3	3	1	603	227	206	0	V	
than-N	1789	4	3	1	545	188	213	0	N	
her-U	3037	3	2	1	569	419	464	0	U	
that-C	10595	4	3	1	611	232	225	0	C	
their-U	2670	5	2	1	607	257	255	0	U	
from-R	4369	4	4	1	612	197	239	0	R	
she-J	2859	3	2	1	599	406	474	0	J	
which-J	3562	5	3	1	555	215	257	0	J	
him-U	2619	3	3	1	613	368	421	0	U	
will-V	2244	4	3	1	584	275	322	0	V	
when-A	2331	4	3	1	609	219	231	0	A	
and-A	28852	3	3	1	620	220	226	0	A	
would-N	2714	5	3	1	588	202	211	0	N	
for-R	9489	3	2	1	603	245	216	0	R	
this-J	5146	4	3	1	601	240	279	0	J	
from-C	4369	4	4	1	612	197	239	0	C	
one-U	3292	3	3	1	613	379	432	0	U	
who-U	2252	3	2	1	599	234	261	0	U	
when-C	2331	4	3	1	609	219	231	0	C	
will-N	2244	4	3	1	584	275	322	0	N	
but-R	4381	3	3	1	603	227	206	0	R	
been-V	2472	4	3	1	567	215	222	0	V	
all-U	3001	3	2	1	582	267	332	0	U	
was-N	9816	3	3	1	604	194	264	0	N	
there-N	2724	5	3	1	603	216	283	0	N	
not-J	4609	3	3	1	565	273	253	0	J	
even-A	1171	4	4	2	576	283	338	0	A	
more-N	2216	4	3	1	612	284	264	0	N	
will-V	2244	4	3	1	584	275	322	0	V	
other-J	1702	5	3	2	581	275	265	0	J	
from-A	4369	4	4	1	612	197	239	0	A	
new-V	1635	3	3	1	614	348	418	0	V	
and-R	28852	3	3	1	620	220	226	0	R	
then-C	1377	4	3	1	610	190	204	0	C	
the-J	69971	3	2	1	625	237	209	0	J	
were-N	3284	4	3	1	593	200	243	0	N	
all-J	3001	3	2	1	582	267	332	0	J	
new-N	1635	3	3	1	614	348	418	0	N	
have-N	3941	4	3	1	597	251	271	0	N	
these-J	1573	5	3	1	547	260	267	0	J	
this-U	5146	4	3	1	601	240	279	0	U	
his-N	6997	3	3	1	614	320	337	0	N	
one-J	3292	3	3	1	613	379	432	0	J	
what-C	1908	4	3	1	608	293	249	0	C	
his-U	6997	3	3	1	614	320	337	0	U	
but-N	4381	3	3	1	603	227	206	0	N	
but-A	4381	3	3	1	603	227	206	0	A	
but-U	4381	3	3	1	603	227	206	0	U	
are-V	4393	3	1	1	564	195	262	0	V	
not-A	4609	3	3	1	565	273	253	0	A	
even-J	1171	4	4	2	576	283	338	0	J	
the-A	69971	3	2	1	625	237	209	0	A	
and-C	28852	3	3	1	620	220	226	0	C	
then-J	1377	4	3	1	610	190	204	0	J	
were-V	3284	4	2	1	593	200	243	0	V	
more-R	2216	4	2	1	612	284	264	0	R	
when-U	2331	4	3	1	609	219	231	0	U	
its-J	1858	3	2	1	547	209	229	0	J	
some-J	1617	4	3	1	578	286	302	0	J	
which-U	3562	5	4	1	555	215	257	0	U	
will-J	2244	4	3	1	584	275	322	0	J	
she-U	2859	3	2	1	599	406	474	0	U	
one-V	3292	3	3	1	613	379	432	0	V	
not-N	4609	3	3	1	565	273	253	0	N	
much-J	937	4	4	1	584	242	332	0	J	
more-V	2216	4	3	1	612	284	264	0	V	
they-U	3618	4	2	1	607	316	312	0	U	
with-R	7289	4	3	1	608	268	287	0	R	
but-C	4381	3	3	1	603	227	206	0	C	
can-V	1772	3	3	1	620	365	369	0	V	
with-N	7289	4	3	1	608	268	287	0	N	
more-A	2216	4	2	1	612	284	264	0	A	
are-N	4393	3	1	1	564	195	262	0	N	
his-J	6997	3	3	1	614	320	337	0	J	
one-N	3292	3	3	1	613	379	432	0	N	
was-V	9816	3	3	1	604	194	264	0	V	
but-J	4381	3	3	1	603	227	206	0	J	
you-U	3286	3	2	1	632	370	400	0	U	
there-A	2724	5	2	1	603	216	283	0	A	
for-C	9489	3	2	1	603	245	216	0	C	
where-N	938	5	3	1	608	256	255	0	N	
