word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
fir-N	2	3	2	1	407	442	461	0	N	
cuff-N	1	4	3	1	0	0	0	0	N	
gull-N	1	4	3	1	0	0	0	0	N	
smithy-N	1	6	5	2	0	0	0	0	N	
ere-C	1	3	1	1	0	0	0	0	C	
tow-V	1	3	2	1	468	409	406	0	V	
fowl-V	1	4	3	1	452	532	528	0	V	
sop-N	1	3	3	1	259	373	294	536	N	
thug-N	1	4	3	1	0	0	0	0	N	
rib-V	1	3	3	1	536	599	586	0	V	
wow-V	1	3	2	1	0	0	0	0	V	
myrrh-N	2	5	2	1	0	0	0	0	N	
dun-N	1	3	3	1	0	0	0	0	N	
nigh-N	1	4	2	1	0	0	0	0	N	
muck-N	1	4	3	1	0	0	0	0	N	
sneak-N	2	5	4	1	0	0	0	0	N	
owl-N	2	3	2	1	477	614	595	269	N	
peg-V	4	3	3	1	462	537	538	0	V	
heir-N	7	4	1	1	453	384	394	0	N	
ana-N	1	3	3	2	0	0	0	0	N	
bough-V	2	5	2	1	0	0	0	0	V	
cam-J	1	3	3	1	0	0	0	0	J	
gee-V	4	3	2	1	0	0	0	0	V	
puppy-N	2	5	4	2	522	623	635	203	N	
heck-N	1	4	3	1	0	0	0	0	N	
fray-N	1	4	3	1	0	0	0	0	N	
gig-V	1	3	3	1	425	525	437	564	V	
soot-A	1	4	3	1	390	563	531	0	A	
din-N	1	3	3	1	0	0	0	0	N	
moot-N	1	4	3	1	0	0	0	0	N	
weed-N	1	4	3	1	542	600	596	0	N	
wade-V	2	4	3	1	0	0	0	0	V	
toil-V	1	4	3	1	468	386	393	0	V	
loon-N	2	4	3	1	303	481	348	0	N	
gouge-V	1	5	3	1	0	0	0	0	V	
oft-J	1	3	3	1	0	0	0	0	J	
gut-N	1	3	3	1	0	0	0	0	N	
coy-N	4	3	2	1	0	0	0	0	N	
bon-J	2	3	3	1	0	0	0	0	J	
haw-N	1	3	2	1	0	0	0	0	N	
mash-V	1	4	3	1	481	418	472	0	V	
beau-V	2	4	2	1	242	419	394	611	V	
ore-N	3	3	1	1	0	0	0	0	N	
ink-V	7	3	3	1	542	608	589	0	V	
blithe-N	2	6	4	1	0	0	0	0	N	
haw-V	1	3	2	1	0	0	0	0	V	
shag-V	1	4	3	1	0	0	0	0	V	
toy-N	4	3	2	1	550	567	569	164	N	
plod-V	1	4	4	1	0	0	0	0	V	
din-V	1	3	3	1	0	0	0	0	V	
bran-V	1	4	4	1	0	0	0	0	V	
sup-V	1	3	3	1	0	0	0	0	V	
shimmer-N	1	7	4	2	0	0	0	0	N	
rash-A	1	4	3	1	485	523	520	0	A	
spout-V	1	5	4	1	433	468	466	0	V	
zip-V	1	3	3	1	0	0	0	0	V	
jag-N	1	3	3	1	0	0	0	0	N	
ooze-N	2	4	2	1	0	0	0	0	N	
yon-A	1	3	3	1	0	0	0	0	A	
afar-A	2	4	3	2	0	0	0	0	A	
ewe-J	1	3	2	1	341	538	481	378	J	
stab-V	3	4	4	1	0	0	0	0	V	
fawn-N	1	4	3	1	433	581	565	394	N	
keg-N	2	3	3	1	300	586	606	0	N	
bye-N	2	3	2	1	0	0	0	0	N	
applaud-V	5	7	5	2	0	0	0	0	V	
mig-N	1	3	3	1	0	0	0	0	N	
zip-J	1	3	3	1	0	0	0	0	J	
inn-J	9	3	2	1	440	592	578	344	J	
bye-V	2	3	2	1	0	0	0	0	V	
borne-V	8	5	3	1	380	324	346	0	V	
rift-V	1	4	4	1	0	0	0	0	V	
pal-N	2	3	3	1	0	0	0	0	N	
lull-V	2	4	3	1	0	0	0	0	V	
ewe-N	1	3	2	1	341	538	481	378	N	
bean-N	5	4	3	1	549	604	538	0	N	
loom-V	6	4	3	1	0	0	0	0	V	
eyed-V	7	4	2	1	0	0	0	0	V	
dung-V	2	4	3	1	0	0	0	0	V	
brash-V	1	5	4	1	0	0	0	0	V	
flare-V	3	5	3	1	508	467	509	0	V	
rue-N	6	3	2	1	0	0	0	0	N	
tow-N	1	3	2	1	468	409	406	0	N	
gibe-V	1	4	3	1	0	0	0	0	V	
dun-V	1	3	3	1	0	0	0	0	V	
vamp-N	1	4	4	1	0	0	0	0	N	
muck-V	1	4	3	1	0	0	0	0	V	
peep-N	2	4	3	1	418	388	437	289	N	
mitre-V	1	5	4	2	0	0	0	0	V	
grub-N	2	4	4	1	0	0	0	0	N	
cud-N	1	3	3	1	0	0	0	0	N	
bale-V	5	4	3	1	386	462	473	0	V	
jab-N	1	3	3	1	0	0	0	0	N	
pop-A	8	3	3	1	0	0	0	0	A	
cod-V	6	3	3	1	0	0	0	0	V	
coke-V	4	4	3	1	585	580	623	0	V	
tow-J	1	3	2	1	468	409	406	0	J	
gab-N	1	3	3	1	0	0	0	0	N	
fin-N	2	3	3	1	0	0	0	0	N	
lark-V	2	4	3	1	436	578	573	0	V	
