word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
meaty-J	1	5	4	2	0	0	0	0	J	
soot-V	1	4	3	1	390	563	531	0	V	
err-V	1	3	2	1	0	0	0	0	V	
bib-N	2	3	3	1	380	548	488	0	N	
urn-N	2	3	2	1	369	551	510	442	N	
yon-A	1	3	3	1	0	0	0	0	A	
wrest-N	1	5	4	1	319	337	313	0	N	
bun-N	1	3	3	1	0	0	0	0	N	
ell-N	1	3	2	1	0	0	0	0	N	
hove-V	1	4	3	1	0	0	0	0	V	
glib-V	1	4	4	1	0	0	0	0	V	
deem-N	1	4	3	1	0	0	0	0	N	
pun-V	1	3	3	1	0	0	0	0	V	
conjure-V	1	7	5	2	0	0	0	0	V	
rap-V	2	3	3	1	501	404	388	0	V	
chum-N	1	4	4	1	0	0	0	0	N	
tuck-V	2	4	3	1	452	437	416	342	V	
lax-V	3	3	4	1	396	315	363	0	V	
boom-V	8	4	3	1	0	0	0	0	V	
myrrh-N	2	5	2	1	0	0	0	0	N	
rib-N	1	3	3	1	536	599	586	0	N	
sip-V	2	3	3	1	0	0	0	0	V	
thaw-N	6	4	2	1	492	368	466	381	N	
moot-J	1	4	3	1	0	0	0	0	J	
knead-V	1	5	3	1	0	0	0	0	V	
yaws-V	1	4	3	1	0	0	0	0	V	
toy-N	4	3	2	1	550	567	569	164	N	
bog-N	1	3	3	1	0	0	0	0	N	
kin-N	2	3	3	1	0	0	0	0	N	
whim-N	2	4	3	1	0	0	0	0	N	
dent-N	2	4	4	1	480	517	486	361	N	
gull-V	1	4	3	1	0	0	0	0	V	
ere-A	1	3	1	1	0	0	0	0	A	
smog-N	1	4	4	1	0	0	0	0	N	
slap-N	2	4	4	1	521	511	542	0	N	
wee-N	5	3	2	1	0	0	0	0	N	
chew-N	2	4	2	1	570	442	527	0	N	
monte-N	5	5	5	2	0	0	0	0	N	
fray-V	1	4	3	1	0	0	0	0	V	
mew-N	1	3	3	1	0	0	0	0	N	
vow-N	2	3	2	1	463	329	389	458	N	
hare-N	1	4	2	1	460	615	577	281	N	
hearer-N	2	6	4	2	0	0	0	0	N	
poke-V	1	4	3	1	0	0	0	0	V	
wop-N	1	3	3	1	0	0	0	0	N	
ebb-J	1	3	2	1	0	0	0	0	J	
scour-N	1	5	4	2	0	0	0	0	N	
hoof-N	2	4	3	1	401	596	598	306	N	
kirk-V	1	4	3	1	0	0	0	0	V	
aye-N	1	3	1	1	333	233	255	0	N	
aeon-N	1	4	3	2	0	0	0	0	N	
whiff-V	1	5	3	1	426	413	461	0	V	
jot-N	1	3	3	1	0	0	0	0	N	
tab-N	1	3	3	1	0	0	0	0	N	
awe-N	5	3	1	1	0	0	0	0	N	
nun-N	2	3	3	1	500	583	617	0	N	
gist-V	1	4	4	1	322	273	262	0	V	
burly-J	3	5	4	2	0	0	0	0	J	
yon-J	1	3	3	1	0	0	0	0	J	
tow-N	1	3	2	1	468	409	406	0	N	
elm-N	3	3	3	1	456	579	550	367	N	
memo-N	1	4	4	2	0	0	0	0	N	
ere-C	1	3	1	1	0	0	0	0	C	
soot-A	1	4	3	1	390	563	531	0	A	
cam-N	1	3	3	1	0	0	0	0	N	
mum-V	1	3	3	1	0	0	0	0	V	
hone-V	2	4	3	1	0	0	0	0	V	
pout-V	1	4	3	1	0	0	0	0	V	
swig-N	2	4	4	1	0	0	0	0	N	
tribe-N	4	5	4	1	503	504	515	0	N	
mew-V	1	3	3	1	0	0	0	0	V	
yea-A	3	3	2	1	0	0	0	0	A	
coax-V	1	4	4	1	0	0	0	0	V	
foal-N	2	4	3	1	338	420	448	0	N	
boo-N	1	3	2	1	0	0	0	0	N	
hob-N	1	3	3	1	0	0	0	0	N	
fry-N	2	3	3	1	0	0	0	0	N	
gouge-N	1	5	3	1	0	0	0	0	N	
viva-V	1	4	4	2	0	0	0	0	V	
pore-V	2	4	2	1	437	492	447	0	V	
bog-V	1	3	3	1	0	0	0	0	V	
jag-V	1	3	3	1	0	0	0	0	V	
sou-N	1	3	2	1	0	0	0	0	N	
yea-N	3	3	2	1	0	0	0	0	N	
jade-N	1	4	3	1	359	570	459	572	N	
slop-V	2	4	4	1	0	0	0	0	V	
woo-V	3	3	2	1	0	0	0	0	V	
rand-N	1	4	4	1	0	0	0	0	N	
fir-N	2	3	2	1	407	442	461	0	N	
boar-N	1	4	2	1	455	558	524	0	N	
yon-U	1	3	3	1	0	0	0	0	U	
spout-V	1	5	4	1	433	468	466	0	V	
gnarled-J	1	7	4	2	0	0	0	0	J	
tidy-A	1	4	4	2	490	311	478	0	A	
eel-N	2	3	2	1	433	634	552	0	N	
hoy-N	1	3	2	1	0	0	0	0	N	
wow-N	1	3	2	1	0	0	0	0	N	
din-V	1	3	3	1	0	0	0	0	V	
glib-J	1	4	4	1	0	0	0	0	J	
maw-N	2	3	2	1	0	0	0	0	N	
