word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
jot-V	1	3	3	1	0	0	0	0	V	
aft-A	5	3	3	1	0	0	0	0	A	
nigh-V	1	4	2	1	0	0	0	0	V	
chum-N	1	4	4	1	0	0	0	0	N	
pert-N	2	4	3	1	0	0	0	0	N	
swum-V	1	4	4	1	0	0	0	0	V	
cask-N	1	4	4	1	0	0	0	0	N	
hoy-N	1	3	2	1	0	0	0	0	N	
ape-N	3	3	2	1	547	654	616	0	N	
ape-V	3	3	2	1	547	654	616	0	V	
beau-V	2	4	2	1	242	419	394	611	V	
gull-V	1	4	3	1	0	0	0	0	V	
joust-N	1	5	4	1	0	0	0	0	N	
dey-N	2	3	2	1	0	0	0	0	N	
mum-N	1	3	3	1	0	0	0	0	N	
soot-V	1	4	3	1	390	563	531	0	V	
shay-N	1	4	2	1	0	0	0	0	N	
aye-A	1	3	1	1	333	233	255	0	A	
ashen-J	2	5	3	2	274	351	395	0	J	
plod-N	1	4	4	1	0	0	0	0	N	
nigh-N	1	4	2	1	0	0	0	0	N	
vault-N	2	5	4	1	445	550	550	0	N	
bun-N	1	3	3	1	0	0	0	0	N	
pun-N	1	3	3	1	0	0	0	0	N	
rand-N	1	4	4	1	0	0	0	0	N	
ooze-N	2	4	2	1	0	0	0	0	N	
ale-N	1	3	2	1	454	578	526	0	N	
elk-N	1	3	3	1	0	0	0	0	N	
wove-N	3	4	3	1	0	0	0	0	N	
bead-V	1	4	3	1	0	0	0	0	V	
err-N	1	3	2	1	0	0	0	0	N	
sod-N	3	3	3	1	433	569	467	0	N	
pore-N	2	4	2	1	437	492	447	0	N	
lob-J	1	3	3	1	0	0	0	0	J	
urn-N	2	3	2	1	369	551	510	442	N	
pun-V	1	3	3	1	0	0	0	0	V	
hap-N	1	3	3	1	0	0	0	0	N	
pee-N	3	3	2	1	0	0	0	0	N	
wow-N	1	3	2	1	0	0	0	0	N	
yen-N	3	3	3	1	0	0	0	0	N	
cam-N	1	3	3	1	0	0	0	0	N	
sup-V	1	3	3	1	0	0	0	0	V	
eave-N	1	4	2	1	0	0	0	0	N	
cuff-V	1	4	3	1	0	0	0	0	V	
aegis-N	1	5	4	2	0	0	0	0	N	
peel-V	3	4	3	1	507	432	436	0	V	
oft-J	1	3	3	1	0	0	0	0	J	
shack-N	1	5	3	1	0	0	0	0	N	
jeans-N	1	5	4	1	0	0	0	0	N	
sham-J	1	4	3	1	0	0	0	0	J	
dope-N	2	4	3	1	0	0	0	0	N	
ewe-N	1	3	2	1	341	538	481	378	N	
vase-N	4	4	3	1	452	595	563	297	N	
oft-A	1	3	3	1	0	0	0	0	A	
hove-V	1	4	3	1	0	0	0	0	V	
ere-C	1	3	1	1	0	0	0	0	C	
pup-N	2	3	3	1	531	544	624	0	N	
wed-V	2	3	3	1	0	0	0	0	V	
yea-A	3	3	2	1	0	0	0	0	A	
fife-V	1	4	3	1	0	0	0	0	V	
heave-N	2	5	3	1	0	0	0	0	N	
swami-J	1	5	5	2	0	0	0	0	J	
vex-V	1	3	4	1	0	0	0	0	V	
mort-N	2	4	3	1	0	0	0	0	N	
fad-N	2	3	3	1	0	0	0	0	N	
tab-N	1	3	3	1	0	0	0	0	N	
czar-N	1	4	2	1	0	0	0	0	N	
mot-N	1	3	2	1	0	0	0	0	N	
gag-V	4	3	3	1	0	0	0	0	V	
ell-N	1	3	2	1	0	0	0	0	N	
orb-V	1	3	2	1	0	0	0	0	V	
aye-N	1	3	1	1	333	233	255	0	N	
vile-J	5	4	3	1	404	379	444	0	J	
jag-V	1	3	3	1	0	0	0	0	V	
boon-N	3	4	3	1	0	0	0	0	N	
reek-V	2	4	3	1	0	0	0	0	V	
cube-N	1	4	4	1	502	530	575	383	N	
mid-R	2	3	3	1	0	0	0	0	R	
grub-V	2	4	4	1	0	0	0	0	V	
lass-N	2	4	3	1	0	0	0	0	N	
qua-A	2	3	3	1	0	0	0	0	A	
o'er-A	1	4	2	2	0	0	0	0	A	
yon-J	1	3	3	1	0	0	0	0	J	
cam-J	1	3	3	1	0	0	0	0	J	
bon-J	2	3	3	1	0	0	0	0	J	
dour-J	2	4	2	1	0	0	0	0	J	
plush-N	3	5	4	1	0	0	0	0	N	
ere-A	1	3	1	1	0	0	0	0	A	
sop-V	1	3	3	1	259	373	294	536	V	
ram-N	2	3	3	1	468	541	546	0	N	
whim-N	2	4	3	1	0	0	0	0	N	
hob-N	1	3	3	1	0	0	0	0	N	
mew-N	1	3	3	1	0	0	0	0	N	
sprue-N	2	5	4	1	0	0	0	0	N	
retell-V	1	6	5	2	0	0	0	0	V	
hiss-J	2	4	3	1	0	0	0	0	J	
cud-N	1	3	3	1	0	0	0	0	N	
gist-N	1	4	4	1	322	273	262	0	N	
ebb-J	1	3	2	1	0	0	0	0	J	
buss-N	1	4	3	1	0	0	0	0	N	
